Player,PrimaryPosition,Games,acceleration_pg,acceleration_acc,launch_pg,launch_acc,smartpass_pg,smartpass_acc,throughball_pg,throughball_acc,shots_pg,goals_pg,assists_pg,keypasses_pg,counterattacks_pg,opportunities_pg,feints_pg,anticipated_rate,consistency,Rating
P. Lienhart,lb,11,0.091,0.429,0.909,0.333,0.273,0.391,0.273,0.391,0.091,0.000,0.000,0.000,0.455,0.091,0.000,0.036,0.396,62.56
M. Kempf,rb,11,0.091,0.429,1.545,0.432,0.091,0.381,0.727,0.321,0.545,0.000,0.091,0.091,0.182,0.455,0.000,0.048,0.615,63.35
T. Chandler,cb,24,0.708,0.676,1.083,0.435,0.542,0.485,0.500,0.438,1.000,0.083,0.167,0.375,0.750,0.833,0.000,0.037,0.501,68.76
J. de Guzmán,cm,16,0.750,0.594,0.438,0.407,0.812,0.394,1.250,0.375,0.625,0.000,0.188,0.688,1.312,0.750,0.000,0.018,0.565,68.06
M. Frantz,cm,15,0.133,0.455,0.200,0.478,0.267,0.333,0.533,0.321,0.667,0.000,0.067,0.067,0.667,0.533,0.067,0.013,0.616,63.52
N. Höfler,cm,28,0.179,0.520,0.321,0.448,0.500,0.412,0.536,0.343,0.321,0.036,0.107,0.000,0.750,0.214,0.000,0.028,0.637,63.95
T. Kleindienst,st,22,0.273,0.538,0.182,0.333,0.182,0.375,0.227,0.320,1.818,0.091,0.091,0.136,0.773,1.364,0.045,0.004,0.358,65.38
D. Kamada,cam,3,0.333,0.429,0.000,0.400,0.333,0.429,0.000,0.400,0.667,0.000,0.000,0.333,0.000,0.333,0.000,0.061,0.386,64.39
M. Hasebe,cdm,28,0.071,0.455,0.893,0.511,0.179,0.400,0.607,0.297,0.107,0.000,0.000,0.000,0.750,0.036,0.036,0.024,0.622,61.78
F. Niederlechner,lw,10,0.400,0.500,0.100,0.381,0.100,0.381,0.200,0.364,2.100,0.200,0.000,0.100,1.700,1.700,0.100,0.000,0.664,66.29
J. Willems,rb,23,0.391,0.586,0.261,0.423,0.870,0.475,0.696,0.444,0.739,0.000,0.087,0.870,1.087,0.609,0.000,0.007,0.603,69.08
P. Stenzel,lb,25,0.360,0.552,0.640,0.361,0.480,0.375,0.280,0.333,0.560,0.040,0.000,0.240,0.320,0.280,0.000,0.022,0.583,62.90
M. Gaćinović,cam,29,0.621,0.658,0.276,0.357,1.172,0.333,0.931,0.319,1.172,0.034,0.103,0.241,1.207,1.034,0.034,0.016,0.510,66.72
S. Haller,st,31,0.161,0.520,0.065,0.409,0.710,0.405,0.484,0.314,1.129,0.226,0.097,0.290,1.355,1.032,0.032,0.002,0.653,67.65
L. Hradecky,gk,34,0.000,0.400,9.206,0.727,0.000,0.400,0.029,0.381,0.000,0.000,0.000,0.000,0.353,0.000,0.000,0.053,0.595,61.47
N. Petersen,st,32,0.062,0.455,0.094,0.348,0.375,0.438,0.188,0.462,1.688,0.312,0.031,0.406,1.125,1.188,0.062,0.006,0.551,69.26
K. Boateng,cam,31,0.226,0.556,0.258,0.357,1.258,0.407,1.194,0.316,1.226,0.194,0.032,0.161,0.903,1.000,0.065,0.010,0.663,67.90
M. Terrazzino,rw,24,0.583,0.618,0.042,0.381,0.667,0.361,0.583,0.324,0.833,0.000,0.042,0.458,1.375,0.583,0.042,0.003,0.419,65.46
D. da Costa,lb,17,0.412,0.556,0.706,0.469,0.412,0.370,0.588,0.367,0.588,0.059,0.118,0.471,0.824,0.588,0.000,0.036,0.437,65.46
B. Hrgota,rw,6,0.000,0.400,0.000,0.400,0.833,0.360,0.667,0.333,0.333,0.000,0.000,0.000,0.500,0.333,0.000,0.000,0.183,63.74
Raffael,st,27,0.630,0.622,0.037,0.381,1.667,0.400,1.333,0.429,1.667,0.296,0.074,0.519,2.519,1.370,0.037,0.004,0.668,73.01
C. Kramer,cm,27,0.444,0.625,0.444,0.438,0.556,0.514,0.815,0.357,0.296,0.074,0.000,0.111,1.037,0.259,0.000,0.023,0.626,65.74
M. Ginter,lb,34,0.088,0.435,0.559,0.487,0.235,0.429,0.588,0.350,0.706,0.147,0.029,0.029,0.912,0.559,0.000,0.017,0.644,64.57
J. Vestergaard,cb,32,0.031,0.429,1.188,0.431,0.250,0.429,0.906,0.347,0.594,0.094,0.000,0.031,0.406,0.562,0.062,0.029,0.676,64.07
D. Zakaria,cm,32,0.469,0.600,0.094,0.391,0.281,0.448,0.156,0.440,0.594,0.062,0.031,0.062,0.781,0.281,0.000,0.036,0.628,64.62
N. Elvedi,cb,33,0.879,0.714,0.424,0.382,0.394,0.424,0.152,0.440,0.364,0.061,0.061,0.152,0.576,0.333,0.030,0.019,0.717,65.79
I. Traoré,lam,7,0.286,0.455,0.286,0.364,0.714,0.440,0.571,0.417,1.000,0.000,0.143,0.429,1.571,0.857,0.000,0.000,0.173,66.36
K. Rausch,rb,12,0.583,0.556,0.333,0.375,0.500,0.423,0.417,0.360,0.833,0.000,0.083,0.083,0.417,0.583,0.000,0.019,0.676,64.81
L. Stindl,lw,31,0.258,0.536,0.065,0.455,2.065,0.464,1.516,0.388,2.290,0.194,0.065,0.548,2.290,1.645,0.097,0.011,0.719,74.50
M. Jojić,cam,25,0.560,0.647,0.080,0.364,0.760,0.615,0.720,0.579,1.280,0.000,0.160,0.600,1.120,0.880,0.000,0.010,0.410,72.59
L. Bittencourt,ram,22,1.636,0.732,0.182,0.375,1.682,0.333,1.045,0.209,1.364,0.227,0.091,0.364,1.909,1.227,0.091,0.004,0.595,69.29
J. Córdoba,st,18,0.333,0.538,0.000,0.400,0.333,0.423,0.278,0.400,1.611,0.000,0.111,0.056,1.556,1.333,0.000,0.002,0.305,66.27
O. Wendt,rb,28,0.250,0.556,1.179,0.340,0.357,0.400,0.429,0.312,0.536,0.036,0.036,0.286,0.536,0.429,0.036,0.021,0.621,63.76
T. Horn,gk,34,0.000,0.400,9.618,0.703,0.000,0.400,0.029,0.381,0.000,0.000,0.000,0.059,0.265,0.000,0.000,0.000,0.634,62.50
D. Heintz,rb,31,0.161,0.520,1.419,0.469,0.258,0.464,0.645,0.325,0.290,0.032,0.000,0.097,0.290,0.194,0.000,0.066,0.678,62.60
F. Sørensen,lb,28,0.143,0.500,1.179,0.491,0.250,0.407,0.321,0.310,0.464,0.071,0.000,0.000,0.464,0.393,0.036,0.087,0.491,61.60
M. Risse,lam,16,0.438,0.556,0.250,0.500,1.125,0.342,1.938,0.373,0.812,0.000,0.188,0.688,0.688,0.625,0.000,0.000,0.762,68.48
L. Klünter,lb,19,0.632,0.625,0.474,0.448,0.526,0.400,0.474,0.345,0.842,0.053,0.000,0.368,1.000,0.632,0.053,0.019,0.532,65.45
T. Hazard,rw,36,1.611,0.846,0.000,0.400,1.278,0.424,1.028,0.386,2.194,0.139,0.111,0.778,3.111,1.556,0.139,0.006,0.659,75.70
M. Lehmann,cdm,20,0.100,0.455,0.550,0.484,0.500,0.367,0.600,0.312,0.550,0.000,0.000,0.000,1.150,0.450,0.000,0.043,0.503,62.38
J. Horn,rb,11,1.000,0.581,0.455,0.320,0.000,0.400,0.182,0.364,0.182,0.000,0.000,0.364,0.727,0.091,0.000,0.000,0.368,63.78
S. Guirassy,rw,15,0.133,0.455,0.000,0.400,0.133,0.364,0.067,0.381,2.000,0.133,0.000,0.200,0.733,1.800,0.067,0.012,0.376,65.36
S. Zoller,rw,17,0.471,0.571,0.294,0.360,0.294,0.360,0.294,0.360,0.529,0.118,0.000,0.294,1.118,0.588,0.000,0.011,0.447,64.19
P. Herrmann,lam,23,0.391,0.586,0.348,0.357,0.304,0.444,0.174,0.375,0.783,0.000,0.043,0.217,0.957,0.652,0.000,0.019,0.279,64.55
R. Bobadilla,st,13,0.077,0.429,0.077,0.381,0.231,0.391,0.077,0.381,1.077,0.000,0.000,0.154,0.846,0.846,0.000,0.000,0.000,63.63
J. Hofmann,lam,23,0.870,0.675,0.130,0.391,0.870,0.425,0.478,0.355,0.826,0.000,0.087,0.217,1.217,0.609,0.130,0.004,0.277,67.12
F. Di Santo,st,30,0.300,0.586,0.067,0.364,0.533,0.417,0.467,0.382,0.833,0.067,0.033,0.167,0.733,0.767,0.033,0.004,0.428,65.52
Naldo,cb,34,0.000,0.400,0.912,0.471,0.118,0.417,0.382,0.364,1.000,0.176,0.059,0.059,0.500,1.059,0.000,0.050,0.595,64.38
W. Orban,cb,26,0.000,0.400,1.462,0.431,0.038,0.429,0.269,0.370,0.346,0.115,0.000,0.154,0.346,0.269,0.000,0.055,0.563,62.54
M. Nastasić,rb,24,0.083,0.455,0.875,0.439,0.167,0.458,0.125,0.348,0.208,0.000,0.000,0.000,0.208,0.208,0.042,0.063,0.658,61.86
Y. Poulsen,lw,33,0.545,0.658,0.030,0.429,0.848,0.354,0.576,0.333,1.121,0.152,0.061,0.121,1.273,1.000,0.061,0.005,0.389,66.74
T. Werner,st,35,1.229,0.746,0.000,0.400,0.514,0.447,0.343,0.375,2.571,0.314,0.114,0.371,2.343,2.229,0.171,0.002,0.625,74.29
N. Keïta,cam,27,1.815,0.783,0.222,0.423,2.333,0.349,2.037,0.320,1.481,0.148,0.148,0.259,2.148,0.889,0.000,0.017,0.583,72.02
M. Halstenberg,rb,15,0.267,0.458,0.600,0.379,0.667,0.467,0.467,0.370,1.267,0.133,0.133,0.133,0.400,1.200,0.000,0.027,0.620,66.70
R. Fährmann,gk,34,0.000,0.400,5.529,0.663,0.000,0.400,0.088,0.391,0.000,0.000,0.000,0.029,0.382,0.000,0.000,0.000,0.488,62.12
L. Klostermann,cb,26,0.231,0.538,0.500,0.394,0.346,0.414,0.423,0.355,0.423,0.038,0.000,0.231,0.231,0.231,0.077,0.019,0.564,63.82
N. Bentaleb,cm,16,0.375,0.538,0.375,0.385,0.438,0.370,0.625,0.367,0.688,0.000,0.062,0.000,0.688,0.250,0.062,0.036,0.490,63.88
K. Laimer,lcm,22,0.364,0.571,0.182,0.375,0.455,0.367,0.545,0.312,0.227,0.000,0.091,0.091,0.864,0.136,0.000,0.008,0.387,63.23
D. Upamecano,rb,28,0.286,0.571,0.964,0.383,0.107,0.391,0.357,0.400,0.321,0.107,0.000,0.036,0.929,0.214,0.000,0.045,0.626,62.98
T. Kehrer,cb,28,0.393,0.613,0.607,0.378,0.107,0.391,0.179,0.400,0.536,0.071,0.000,0.036,1.107,0.500,0.000,0.050,0.641,63.07
L. Goretzka,lcm,27,1.407,0.707,0.444,0.406,0.963,0.370,0.704,0.282,1.481,0.074,0.037,0.222,1.741,1.185,0.037,0.020,0.598,67.09
D. Caligiuri,lcm,33,1.455,0.779,1.121,0.421,1.030,0.407,0.727,0.318,0.909,0.091,0.242,0.606,1.879,0.788,0.000,0.021,0.685,70.82
A. Harit,cam,32,1.719,0.800,0.062,0.409,1.094,0.436,0.781,0.400,0.812,0.062,0.125,0.375,2.781,0.625,0.125,0.006,0.574,71.59
B. Oczipka,rb,29,0.759,0.690,0.517,0.371,0.379,0.355,0.414,0.375,0.483,0.000,0.034,0.828,1.138,0.345,0.034,0.025,0.599,65.70
P. Gulácsi,gk,33,0.000,0.400,7.697,0.661,0.000,0.400,0.091,0.435,0.000,0.000,0.000,0.000,0.152,0.000,0.000,0.000,0.443,62.55
F. Reese,lw,7,0.286,0.455,0.000,0.400,0.143,0.381,0.143,0.381,0.571,0.000,0.000,0.000,1.000,0.286,0.000,0.000,0.009,63.57
Bruma,rw,28,1.607,0.769,0.321,0.379,0.750,0.463,0.464,0.394,1.464,0.143,0.071,0.357,2.071,1.107,0.036,0.004,0.436,70.37
J. Augustin,st,25,0.360,0.517,0.040,0.429,0.360,0.414,0.240,0.462,1.360,0.320,0.200,0.200,1.160,1.200,0.160,0.000,0.433,70.66
W. McKennie,cm,22,0.227,0.520,0.409,0.517,1.000,0.333,1.045,0.326,0.455,0.000,0.000,0.045,1.136,0.409,0.000,0.009,0.466,63.72
M. Meyer,cm,24,0.333,0.571,0.292,0.444,0.375,0.483,0.333,0.464,0.292,0.000,0.000,0.042,0.708,0.125,0.000,0.053,0.583,64.21
J. Gouweleeuw,cb,27,0.185,0.520,1.148,0.451,0.370,0.367,1.037,0.375,0.519,0.000,0.000,0.037,0.741,0.407,0.074,0.061,0.731,63.34
D. Diekmeier,lb,22,1.000,0.690,0.591,0.394,0.182,0.417,0.273,0.423,0.182,0.000,0.045,0.182,0.364,0.182,0.000,0.023,0.601,64.34
Ja-Cheol Koo,cam,30,0.200,0.538,0.033,0.381,0.333,0.433,0.533,0.417,0.900,0.067,0.000,0.100,0.900,0.667,0.133,0.017,0.645,65.99
A. Hahn,lw,23,0.391,0.586,0.348,0.393,0.261,0.423,0.174,0.375,1.522,0.130,0.000,0.174,0.826,1.043,0.000,0.004,0.329,65.54
Caiuby,ram,33,0.636,0.659,0.212,0.370,1.061,0.364,0.848,0.333,2.030,0.152,0.212,0.364,1.606,1.485,0.030,0.005,0.740,70.89
D. Baier,rcm,29,0.414,0.594,1.690,0.348,1.069,0.431,1.103,0.269,0.966,0.000,0.034,0.241,1.000,0.379,0.034,0.037,0.757,65.55
K. Papadopoulos,cb,29,0.000,0.400,1.414,0.426,0.069,0.409,0.310,0.379,0.621,0.034,0.034,0.000,0.379,0.552,0.069,0.047,0.649,62.92
P. Max,rb,33,0.424,0.618,1.424,0.403,0.485,0.389,0.818,0.234,0.485,0.030,0.364,1.152,0.970,0.394,0.091,0.035,0.716,69.74
R. Framberger,lb,9,1.111,0.567,0.556,0.400,0.444,0.458,0.444,0.375,0.111,0.000,0.000,0.667,1.889,0.111,0.000,0.021,0.671,65.64
R. van Drongelen,rb,18,0.500,0.552,0.722,0.333,0.167,0.391,0.056,0.381,0.222,0.000,0.000,0.000,0.222,0.167,0.000,0.019,0.543,62.23
B. Wood,st,24,0.417,0.567,0.125,0.435,0.250,0.385,0.250,0.385,1.417,0.042,0.000,0.083,1.042,1.000,0.000,0.000,0.527,64.77
Walace,rcm,18,0.444,0.571,0.556,0.433,0.722,0.303,0.556,0.367,0.944,0.056,0.056,0.111,1.056,0.611,0.000,0.006,0.553,64.60
F. Kostić,ram,33,1.364,0.769,0.364,0.375,0.909,0.420,0.606,0.350,1.788,0.121,0.030,0.394,1.485,1.485,0.091,0.003,0.611,70.16
M. Hitz,gk,31,0.000,0.400,7.484,0.690,0.000,0.400,0.065,0.364,0.032,0.000,0.000,0.000,0.323,0.032,0.000,0.000,0.564,62.10
G. Jung,cb,30,0.233,0.519,0.833,0.333,0.233,0.407,0.433,0.424,0.233,0.033,0.033,0.033,0.167,0.200,0.000,0.015,0.653,63.27
M. Gregoritsch,rw,32,0.281,0.586,0.281,0.414,0.844,0.383,0.531,0.324,2.438,0.375,0.062,0.094,1.281,2.188,0.094,0.005,0.716,70.31
J. Schmid,lcm,25,0.200,0.480,0.520,0.455,0.120,0.435,0.160,0.375,0.800,0.000,0.000,0.640,0.280,0.640,0.000,0.007,0.390,64.61
C. Mathenia,gk,24,0.000,0.400,7.208,0.611,0.000,0.400,0.042,0.429,0.000,0.000,0.000,0.000,0.208,0.000,0.000,0.000,0.683,62.75
A. Hunt,cam,29,0.828,0.705,0.207,0.423,1.207,0.509,0.759,0.357,0.655,0.034,0.069,1.103,0.897,0.828,0.103,0.016,0.577,71.12
L. Waldschmidt,rw,21,0.619,0.606,0.000,0.400,0.762,0.500,0.571,0.438,1.190,0.048,0.000,0.095,0.810,0.952,0.000,0.005,0.368,67.05
S. Córdova,st,26,0.231,0.538,0.038,0.381,0.077,0.409,0.038,0.381,0.538,0.077,0.000,0.115,0.462,0.423,0.000,0.000,0.171,63.03
E. Thommy,cam,20,0.450,0.586,0.300,0.462,0.500,0.400,0.350,0.407,1.150,0.100,0.050,0.550,1.000,1.000,0.150,0.000,0.389,67.98
S. Schipplock,st,10,0.100,0.429,0.100,0.429,0.200,0.364,0.200,0.364,0.400,0.000,0.100,0.000,0.500,0.400,0.200,0.008,0.000,64.15
N. Füllkrug,st,34,0.559,0.641,0.000,0.400,0.618,0.293,0.441,0.286,2.147,0.324,0.118,0.294,1.324,1.882,0.059,0.003,0.555,68.70
P. Schwegler,cm,29,0.069,0.455,0.793,0.395,0.241,0.407,0.448,0.455,0.310,0.000,0.172,0.483,0.690,0.172,0.034,0.050,0.616,65.79
F. Hübner,lb,9,0.000,0.400,0.333,0.391,0.111,0.381,0.111,0.381,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.077,0.000,61.76
P. Tschauner,gk,31,0.000,0.400,8.161,0.736,0.000,0.400,0.000,0.400,0.032,0.000,0.000,0.000,0.032,0.065,0.000,0.000,0.624,62.47
A. Diallo,rb,27,0.333,0.586,1.556,0.355,0.296,0.429,0.370,0.433,0.407,0.074,0.000,0.037,0.370,0.481,0.000,0.056,0.732,63.74
V. Fischer,rw,11,0.182,0.455,0.182,0.364,0.455,0.400,0.273,0.391,0.636,0.000,0.000,0.273,0.545,0.364,0.000,0.022,0.454,63.90
J. Korb,lb,28,0.464,0.636,0.929,0.413,0.357,0.433,0.250,0.407,0.393,0.036,0.036,0.286,0.607,0.250,0.000,0.024,0.715,64.94
F. Klaus,cam,28,1.143,0.712,0.214,0.462,0.321,0.414,0.143,0.375,1.643,0.107,0.071,0.536,1.429,1.679,0.071,0.006,0.568,69.22
W. Anton,cb,27,0.333,0.552,1.111,0.360,0.222,0.385,0.185,0.320,0.778,0.037,0.000,0.000,0.593,0.444,0.000,0.036,0.614,62.05
G. Donati,lb,29,0.483,0.559,1.103,0.462,0.207,0.346,0.552,0.306,0.379,0.000,0.069,0.310,0.310,0.241,0.034,0.033,0.563,62.91
D. Brosinski,rb,29,1.103,0.692,1.310,0.379,0.897,0.500,0.793,0.372,0.828,0.000,0.103,0.552,0.483,0.483,0.069,0.017,0.729,69.25
D. Latza,rcm,29,0.414,0.625,0.448,0.424,0.621,0.474,0.483,0.324,1.310,0.069,0.034,0.310,0.586,0.862,0.103,0.019,0.692,67.24
S. Bell,cb,25,0.040,0.429,2.000,0.500,0.240,0.346,0.600,0.343,0.400,0.040,0.000,0.120,0.320,0.360,0.000,0.062,0.692,61.73
P. De Blasis,rw,25,0.440,0.613,0.200,0.320,1.080,0.426,0.920,0.349,1.000,0.080,0.080,0.280,0.960,0.640,0.120,0.004,0.438,67.94
R. Adler,gk,14,0.000,0.400,5.857,0.471,0.000,0.400,0.214,0.391,0.000,0.000,0.000,0.071,0.571,0.000,0.000,0.000,0.494,62.97
Felipe,rb,6,0.333,0.455,1.000,0.423,0.500,0.348,1.000,0.385,0.167,0.000,0.000,0.333,0.167,0.167,0.000,0.081,0.477,63.77
K. Karaman,rw,21,0.476,0.567,0.000,0.400,0.333,0.370,0.190,0.375,0.810,0.048,0.000,0.190,0.762,0.429,0.000,0.012,0.203,63.54
Y. Muto,rw,28,0.464,0.576,0.000,0.400,0.357,0.333,0.357,0.367,1.357,0.286,0.071,0.179,1.071,1.179,0.143,0.005,0.505,67.50
M. Ostrzolek,rb,27,0.556,0.657,1.407,0.448,0.556,0.400,0.333,0.379,0.519,0.000,0.037,0.296,0.963,0.333,0.000,0.047,0.756,64.61
A. Maxim,cam,22,0.818,0.658,0.182,0.375,0.409,0.310,0.318,0.333,1.182,0.091,0.091,0.455,0.591,0.864,0.000,0.004,0.471,65.39
R. Quaison,cam,24,0.250,0.538,0.167,0.333,0.375,0.345,0.333,0.357,1.625,0.167,0.042,0.000,0.667,1.333,0.000,0.000,0.491,64.98
L. Öztunali,lam,25,1.480,0.737,0.120,0.348,0.960,0.455,0.600,0.457,1.000,0.000,0.160,0.360,1.920,0.920,0.080,0.000,0.607,70.75
M. Bakalorz,cm,28,0.536,0.600,0.429,0.344,0.679,0.308,0.821,0.302,0.714,0.000,0.036,0.179,0.643,0.464,0.000,0.023,0.592,63.00
K. Kodro,st,7,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.400,0.286,0.000,0.000,0.000,0.000,0.286,0.143,0.000,0.000,63.59
C. Benschop,lw,7,0.000,0.400,0.000,0.400,0.143,0.429,0.286,0.409,0.714,0.143,0.000,0.000,0.286,0.429,0.143,0.000,0.000,64.74
S. Papastathopoulos,lb,30,0.333,0.600,1.100,0.434,0.167,0.360,0.600,0.342,0.433,0.067,0.000,0.067,0.267,0.200,0.000,0.031,0.596,62.30
Bartra,cb,28,0.393,0.613,1.179,0.358,0.607,0.432,0.929,0.370,0.536,0.107,0.107,0.107,0.536,0.464,0.000,0.040,0.558,65.89
D. Zagadou,rb,11,0.000,0.400,0.182,0.364,0.182,0.364,0.182,0.364,0.636,0.091,0.000,0.091,0.455,0.091,0.000,0.048,0.368,62.62
D. Didavi,cam,30,0.767,0.605,0.167,0.320,1.567,0.403,1.200,0.304,1.600,0.267,0.167,0.300,1.567,1.533,0.033,0.002,0.631,71.45
C. Pulisic,lam,32,1.656,0.822,0.156,0.360,1.000,0.423,0.562,0.368,1.156,0.125,0.219,0.375,1.812,1.031,0.000,0.009,0.586,71.12
P. Verhaegh,lb,31,0.387,0.625,0.806,0.444,0.645,0.425,0.516,0.361,0.097,0.032,0.065,0.226,0.387,0.097,0.032,0.050,0.648,64.38
Camacho,cdm,11,0.000,0.400,0.545,0.385,0.727,0.393,1.000,0.355,0.364,0.000,0.000,0.000,0.818,0.273,0.000,0.066,0.738,63.33
M. Philipp,rw,20,0.550,0.613,0.000,0.400,0.700,0.412,0.550,0.387,2.000,0.450,0.050,0.300,0.700,1.450,0.000,0.007,0.392,69.30
Y. Gerhardt,rb,17,0.647,0.613,0.471,0.393,0.294,0.320,0.294,0.360,0.647,0.059,0.059,0.059,1.000,0.353,0.000,0.015,0.535,63.63
R. Bazoer,cm,11,0.455,0.480,0.364,0.417,0.364,0.333,0.273,0.391,0.636,0.000,0.000,0.000,0.455,0.273,0.000,0.032,0.338,62.85
G. Castro,cam,19,0.368,0.556,0.684,0.364,1.000,0.410,1.053,0.425,0.474,0.000,0.053,0.579,0.842,0.263,0.000,0.027,0.407,66.45
F. Uduokhai,cb,19,0.474,0.586,0.684,0.333,0.105,0.455,0.158,0.391,0.211,0.053,0.000,0.000,0.263,0.211,0.000,0.053,0.560,62.82
R. Knoche,cb,24,0.208,0.520,1.708,0.475,0.000,0.400,0.292,0.296,0.167,0.042,0.042,0.042,0.708,0.208,0.000,0.039,0.621,62.02
K. Casteels,gk,34,0.000,0.400,8.735,0.637,0.000,0.400,0.059,0.409,0.000,0.000,0.000,0.000,0.265,0.000,0.000,0.000,0.660,62.47
R. Bürki,gk,33,0.000,0.400,5.485,0.507,0.000,0.400,0.061,0.364,0.000,0.000,0.000,0.000,0.758,0.000,0.000,0.000,0.291,61.46
L. Dimata,rw,21,0.524,0.581,0.000,0.400,0.143,0.348,0.095,0.364,0.476,0.000,0.048,0.000,0.857,0.333,0.048,0.000,0.326,62.97
M. Dahoud,ram,23,0.696,0.611,0.043,0.381,1.522,0.382,1.304,0.340,1.087,0.000,0.174,0.174,1.000,0.696,0.043,0.025,0.391,67.82
J. Guilavogui,lcm,29,0.172,0.520,0.345,0.500,0.621,0.421,0.552,0.333,0.759,0.103,0.034,0.207,1.103,0.517,0.000,0.036,0.638,65.05
M. Arnold,rcm,29,0.207,0.538,0.724,0.439,0.862,0.444,0.966,0.312,0.828,0.000,0.000,0.414,1.069,0.793,0.000,0.023,0.695,65.85
F. Passlack,lcm,3,0.000,0.400,0.333,0.429,0.333,0.429,0.000,0.400,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.077,0.556,64.11
S. Kagawa,cam,22,0.545,0.625,0.000,0.400,1.409,0.471,1.182,0.435,1.136,0.227,0.091,0.455,1.273,0.955,0.136,0.011,0.492,71.65
Ö. Toprak,cb,26,0.115,0.478,0.692,0.395,0.308,0.321,0.615,0.306,0.308,0.000,0.038,0.000,0.231,0.231,0.000,0.033,0.561,60.98
D. Demme,cm,30,0.233,0.556,0.633,0.436,1.433,0.381,1.933,0.308,0.300,0.000,0.100,0.200,0.867,0.200,0.000,0.024,0.563,66.21
F. Kath,ram,24,0.375,0.517,0.042,0.429,0.208,0.440,0.167,0.375,0.583,0.042,0.000,0.167,0.750,0.333,0.000,0.007,0.254,63.77
D. Kaiser,lam,9,0.111,0.429,0.444,0.375,0.667,0.346,0.556,0.360,0.111,0.000,0.000,0.333,0.111,0.222,0.000,0.000,0.000,63.43
Y. Ōsako,st,29,0.345,0.567,0.103,0.348,1.034,0.420,0.897,0.326,1.448,0.172,0.069,0.310,1.138,1.207,0.069,0.000,0.591,68.78
C. Clemens,lcm,14,0.500,0.556,0.000,0.400,0.714,0.433,0.857,0.406,1.071,0.071,0.000,0.357,0.786,0.643,0.000,0.008,0.404,66.27
L. Holtby,cam,16,0.375,0.538,0.438,0.407,1.125,0.500,1.188,0.436,1.250,0.375,0.000,0.250,0.875,1.000,0.188,0.019,0.574,70.36
J. Eggestein,st,7,0.143,0.429,0.000,0.400,0.000,0.400,0.143,0.381,0.143,0.000,0.000,0.143,0.571,0.143,0.000,0.000,0.261,63.46
M. Tisserand,cb,16,0.375,0.538,0.625,0.433,0.125,0.409,0.500,0.357,0.375,0.000,0.000,0.000,0.688,0.188,0.000,0.051,0.542,62.64
T. Tawatha,rb,12,0.250,0.478,0.250,0.391,0.000,0.400,0.000,0.400,0.250,0.000,0.083,0.417,0.083,0.083,0.000,0.021,0.062,63.56
L. Rupp,cm,21,0.524,0.613,0.095,0.364,0.810,0.432,0.762,0.361,0.762,0.143,0.095,0.238,1.000,0.571,0.000,0.016,0.490,66.90
S. Wagner,rw,25,0.240,0.538,0.280,0.444,0.760,0.462,0.600,0.486,1.960,0.440,0.120,0.040,0.800,1.560,0.160,0.004,0.440,72.31
E. Bičakčić,cb,9,0.444,0.500,0.667,0.385,0.000,0.400,0.222,0.364,0.111,0.000,0.000,0.000,0.222,0.111,0.111,0.034,0.551,63.24
F. Grillitsch,cm,25,0.640,0.667,0.200,0.400,0.400,0.467,1.000,0.267,0.720,0.040,0.040,0.240,1.520,0.280,0.040,0.019,0.554,65.76
André Ramalho,cb,3,0.000,0.400,0.667,0.409,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.222,0.311,63.11
S. Kießling,st,8,0.125,0.429,0.000,0.400,0.125,0.381,0.125,0.381,0.375,0.000,0.000,0.125,0.125,0.375,0.000,0.026,0.526,63.17
M. Heller,lam,24,1.375,0.698,0.250,0.385,0.375,0.448,0.167,0.417,0.542,0.000,0.042,0.208,1.667,0.458,0.000,0.012,0.486,66.09
R. Khedira,cdm,30,0.100,0.435,1.233,0.368,0.633,0.333,0.333,0.267,0.400,0.033,0.033,0.100,0.433,0.333,0.067,0.026,0.534,61.72
F. Johnson,rcm,10,0.200,0.455,0.100,0.381,0.300,0.391,0.500,0.360,0.400,0.100,0.000,0.200,0.200,0.600,0.000,0.012,0.351,63.93
S. Sané,cb,35,0.457,0.611,1.229,0.540,0.257,0.379,0.257,0.345,0.743,0.114,0.029,0.057,0.314,0.600,0.029,0.041,0.707,63.78
G. Burgstaller,st,32,0.344,0.581,0.062,0.409,0.531,0.378,0.344,0.355,1.500,0.344,0.094,0.219,1.156,1.375,0.031,0.001,0.603,68.56
Jonathas,rw,12,0.083,0.429,0.000,0.400,0.667,0.393,0.417,0.400,1.083,0.167,0.167,0.083,0.833,1.000,0.000,0.000,0.439,66.39
S. Maier,rcm,10,0.500,0.520,0.000,0.400,0.400,0.375,0.100,0.381,0.600,0.000,0.000,0.100,0.700,0.200,0.000,0.038,0.093,63.18
T. Baumgartl,cb,29,0.069,0.455,0.793,0.465,0.172,0.440,0.345,0.267,0.207,0.000,0.000,0.000,0.586,0.172,0.000,0.048,0.680,61.01
B. Özcan,ram,17,0.471,0.571,0.176,0.478,0.647,0.452,0.647,0.419,0.647,0.059,0.176,0.353,0.647,0.647,0.118,0.003,0.469,68.34
