Player,PrimaryPosition,Games,Accelerations,LongCarries,Duels,WideRuns,CounterAttacks,AvgCarryDistance,RawRating
O. Kragl,lcm,5,0.20,0.20,2.60,0.80,0.60,10.00,47.917
G. Crociata,rcm,11,0.27,0.45,2.82,0.91,0.27,12.21,51.845
Simy,st,25,0.16,0.64,9.12,0.32,0.88,14.37,70.235
F. Chiesa,cam,36,2.00,0.94,13.97,2.44,3.03,14.18,82.659
N. Murru,rb,20,0.10,0.95,2.65,2.50,0.20,15.72,56.373
G. Pezzella,lb,34,0.00,2.15,1.29,0.94,0.85,18.86,55.967
C. Biraghi,rb,34,0.35,1.29,2.29,2.79,0.94,15.52,60.820
Bruno Gaspar,lb,15,0.20,0.53,3.47,2.00,0.60,17.19,58.076
G. Ferrari,rb,30,0.03,2.17,1.07,0.27,0.23,20.86,53.241
B. Bereszyński,lb,34,0.38,0.94,4.26,2.85,0.21,14.42,63.984
R. Álvarez,cam,12,0.33,0.50,4.00,0.50,0.83,18.98,59.013
R. Centurión,cam,3,0.33,0.00,3.00,0.00,0.00,9.21,46.200
G. Lapadula,st,28,0.18,0.39,4.64,0.50,0.64,13.02,57.987
R. Bentancur,cm,25,0.36,0.64,2.84,0.52,0.52,15.75,54.576
R. Montolivo,cm,18,0.22,0.83,3.00,0.72,0.33,15.87,55.064
L. Biglia,cm,29,0.10,1.00,3.55,0.62,0.55,15.33,57.129
A. Cossu,cam,11,0.09,0.09,2.91,0.36,0.18,13.41,45.746
L. Antonelli,rb,6,0.00,0.00,2.00,0.33,0.00,8.38,34.087
C. Maggio,lb,13,0.08,0.54,3.00,1.62,0.23,14.93,53.137
Jorginho,rcm,33,0.24,1.12,3.06,0.85,0.94,15.65,58.420
Albiol,lb,31,0.06,3.29,0.84,1.23,0.65,20.30,61.198
Dalbert,rb,13,0.23,0.77,3.38,2.00,0.15,15.15,58.159
C. Ünder,lw,26,1.08,1.08,6.27,1.81,1.04,17.90,72.059
João Cancelo,lb,27,1.11,1.44,7.85,3.26,0.85,17.21,75.860
Danilo,lcb,32,0.06,0.94,0.66,0.31,0.62,17.44,41.585
B. Salamon,lb,22,0.23,2.23,0.86,1.27,0.27,19.39,56.578
A. Barák,lcm,34,1.26,0.91,7.26,1.29,1.91,15.91,73.948
E. Schiavon,lcm,12,0.17,0.58,2.50,0.50,0.17,15.09,49.390
L. Rizzo,ram,11,0.36,0.82,7.09,1.91,0.73,15.15,69.330
M. Antenucci,st,33,0.48,0.55,10.48,1.15,1.09,12.84,74.064
L. De Silvestri,lb,35,1.20,1.37,3.77,3.14,0.74,17.26,69.941
M. Gazzola,lb,9,0.44,0.78,2.22,2.11,0.00,17.89,56.333
A. Barreca,rb,9,0.44,0.89,2.22,2.67,0.22,14.88,57.824
C. Adjapong,lcb,16,1.19,0.88,7.06,2.31,1.62,14.51,73.737
S. Edera,lw,14,0.57,0.21,4.07,0.43,0.50,12.24,57.975
T. Castagne,lb,20,0.55,1.50,3.95,2.60,0.35,17.50,66.499
T. Letschert,lb,7,0.43,0.71,1.86,0.57,0.00,27.16,53.025
M. Caldara,lcb,24,0.17,1.12,1.92,0.50,0.25,17.00,51.200
L. Mazzitelli,lcm,20,0.20,0.70,3.20,1.05,0.95,17.82,57.049
P. Iemmello,st,16,0.75,0.38,4.19,0.50,1.56,13.06,62.432
M. Niang,rs,29,1.07,0.76,12.72,2.14,1.17,13.86,79.064
L. Antei,lb,8,0.25,3.00,1.50,1.00,0.62,23.28,63.239
D. Baselli,cm,32,0.38,1.06,6.06,2.00,0.75,13.77,68.066
A. Lazaar,rb,9,0.56,0.33,5.78,1.22,1.67,11.62,65.968
E. Krafth,lb,14,0.50,1.29,3.29,1.79,0.14,18.83,62.604
B. Petković,rs,25,0.12,0.52,10.84,0.88,0.44,14.55,72.689
L. Pavoletti,st,33,0.00,0.52,5.67,0.64,0.64,13.42,60.775
M. Tumminello,st,9,0.00,0.00,2.00,0.44,0.89,8.85,38.342
M. Kean,st,19,0.89,0.68,9.26,1.21,1.53,14.32,74.504
A. Grassi,cm,28,0.68,1.11,5.86,1.39,0.89,16.05,69.059
K. Asamoah,ram,19,1.11,1.53,6.63,3.63,0.95,15.78,74.700
M. Benatia,lcb,22,0.05,1.64,1.68,0.32,0.41,18.87,52.638
M. Léris,rs,4,0.00,0.25,2.25,0.00,0.00,29.70,45.114
D. Calabria,lb,21,0.57,1.00,3.33,2.48,0.95,16.30,63.745
Bastos,lb,21,0.38,1.76,2.52,1.52,0.57,18.97,61.876
G. Bonaventura,ram,33,0.73,0.97,8.06,1.67,1.67,14.44,73.293
Luiz Felipe,lcb,18,0.56,2.83,1.22,1.94,0.39,19.13,64.246
E. Viviano,gk,27,0.00,0.74,0.11,0.07,0.11,27.16,34.834
D. Zapata,st,31,0.65,0.42,11.77,0.84,1.06,12.05,75.693
P. Schick,ls,22,0.14,0.68,6.68,0.95,0.68,15.36,65.827
M. Antonucci,st,2,0.00,0.00,1.00,0.50,0.00,9.65,30.000
Gerson,cam,24,0.21,0.67,4.62,0.75,0.25,19.03,60.309
Maxi López,st,27,0.19,0.26,7.78,0.22,0.74,11.11,65.909
J. Stryger Larsen,lb,33,0.52,1.18,2.33,1.88,0.42,16.69,59.612
A. Rosi,lb,24,0.92,0.79,4.54,2.00,0.71,14.27,66.862
Ali Adnan,rb,23,0.52,1.00,5.26,2.30,0.48,16.67,67.299
S. Bastien,lcm,21,0.67,0.95,3.81,1.62,0.86,15.50,64.074
P. Gollini,gk,7,0.00,0.43,0.14,0.00,0.86,26.76,33.795
F. Depaoli,lcm,19,0.26,1.05,2.47,1.47,0.21,14.80,55.724
R. Orsolini,lw,16,0.25,0.06,4.06,0.75,0.44,9.73,53.965
A. Tonev,st,8,0.62,0.62,4.88,0.88,1.25,15.69,64.843
A. Ranocchia,lcb,11,0.00,1.45,0.27,0.36,0.36,22.22,44.003
G. González,lcb,25,0.08,1.72,0.84,0.88,0.24,18.03,50.404
O. Okwonkwo,st,10,0.20,0.10,2.50,0.70,0.10,11.77,45.286
I. Cofie,lcm,12,0.00,0.42,2.25,0.42,0.25,16.77,44.732
E. Zukanović,rb,32,0.22,1.62,1.44,1.19,0.38,20.91,55.550
N. Spolli,lcb,21,0.14,0.57,0.81,0.29,0.10,16.94,37.976
F. Ricci,ls,20,0.55,0.90,9.45,2.10,1.10,15.98,74.456
A. Murgia,lcm,16,0.50,0.56,3.69,1.19,0.75,13.52,59.761
P. Brlek,cm,5,0.20,0.80,2.80,0.60,0.40,14.12,53.297
A. Romagnoli,rb,28,0.04,1.57,0.68,0.54,0.21,20.00,47.369
R. Bajić,ls,5,0.00,0.20,1.00,0.00,0.00,17.06,30.101
Ryder Matos,st,18,1.39,0.83,12.44,1.56,1.39,15.66,79.527
S. Armenteros,st,9,0.00,0.11,5.67,0.44,0.22,14.48,57.950
R. Chibsah,lcm,14,0.43,0.86,5.79,1.07,0.71,14.79,66.159
C. Lombardi,lw,17,0.88,0.76,5.88,1.41,1.35,13.63,69.323
A. Ounas,ls,7,0.14,0.00,3.29,0.57,1.00,7.20,48.920
V. Parigini,rw,21,1.48,0.81,7.00,1.71,1.52,14.32,74.013
M. Fossati,cm,17,0.00,1.00,2.59,0.94,0.24,15.62,52.188
H. Moreno,rb,16,0.00,2.00,1.50,0.94,0.44,18.77,55.060
L. Ceppitelli,lcb,26,0.12,1.31,1.38,0.23,0.15,16.43,48.178
F. Romagna,lb,23,0.43,1.52,1.91,1.30,0.13,17.64,57.920
S. Gustafson,rcm,4,0.25,0.50,1.75,0.50,0.00,15.57,45.377
L. Boyé,rs,24,0.25,0.17,4.29,0.54,0.67,11.88,56.005
L. Vido,st,4,0.00,0.25,3.00,0.25,0.00,7.03,43.512
A. Bastoni,rb,4,0.00,0.00,3.25,0.25,0.00,6.25,42.445
M. Gonalons,cm,16,0.56,1.19,4.25,0.81,0.88,15.13,64.382
N. Giannetti,st,8,0.00,0.12,3.75,0.62,0.00,8.23,48.249
D. Biondini,lam,7,0.00,0.29,1.14,0.71,0.14,14.40,35.234
L. Rigoni,lcm,23,0.43,0.65,2.39,0.83,0.74,15.16,54.534
A. Caracciolo,lcb,33,0.03,1.30,0.85,0.30,0.48,16.70,45.102
E. Bearzotti,lcm,6,0.17,0.33,2.17,2.00,0.67,9.97,49.573
V. Verre,cam,18,0.28,0.61,1.56,0.78,0.61,15.64,48.149
V. Laurini,lb,22,0.27,1.05,3.59,2.23,0.32,15.41,61.192
C. Zapata,lcb,13,0.23,2.08,1.85,1.15,0.38,18.67,59.154
Felipe,rb,30,0.27,2.03,1.27,1.40,0.40,19.07,57.759
Lyanco,rb,4,0.50,3.00,5.50,0.75,0.75,18.97,72.142
C. Ansaldi,rb,25,0.88,1.32,9.84,4.16,0.56,15.52,77.433
S. Miangue,rb,11,0.45,0.91,4.36,2.27,0.36,19.84,64.723
A. Gravillon,lcb,2,0.00,0.00,1.00,0.00,0.50,5.12,30.000
L. Spinazzola,ram,18,1.67,2.72,10.56,5.67,1.44,17.26,82.285
G. Mancini,lcb,11,0.00,1.27,1.55,0.64,0.09,18.10,48.576
Patric,lcb,12,0.25,0.92,0.75,1.08,0.42,15.40,46.064
Lee Seung-Woo,rs,16,0.62,0.31,2.75,0.50,0.50,13.93,54.453
D. Di Gennaro,cm,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
F. Migliore,rb,6,1.17,1.00,3.67,1.17,0.33,24.41,66.786
Y. Karamoh,ls,16,0.44,0.31,6.50,1.31,1.06,11.95,66.325
A. Bizzarri,gk,32,0.00,0.66,0.03,0.00,0.19,22.81,31.035
L. Capezzi,cm,6,0.00,0.17,1.67,0.17,0.00,8.27,32.554
Angelo da Costa,gk,4,0.00,1.50,0.00,0.00,0.25,51.89,49.848
N. Maksimović,lb,2,0.00,1.50,1.50,1.00,0.00,15.67,50.167
B. Djimsiti,lcb,30,0.13,3.40,1.17,1.17,0.67,19.45,62.933
R. Saponara,cam,18,0.50,0.56,6.50,0.39,0.94,15.26,66.696
Maurício,rb,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
A. Deiola,lcm,13,0.00,0.31,1.85,1.31,0.38,12.32,42.987
Mário Rui,rb,25,0.76,1.88,3.96,4.04,0.32,17.14,70.090
S. Simič,lb,9,0.00,0.56,0.89,0.33,0.11,16.95,35.829
M. Valdifiori,cm,12,0.00,0.42,1.50,0.25,0.25,14.30,38.197
A. Balić,cm,21,0.38,0.48,3.14,0.29,1.10,13.38,55.233
D. Kownacki,st,24,0.17,0.33,3.50,0.62,0.67,13.21,53.370
A. Izzo,lb,16,0.31,1.56,3.44,1.00,0.44,20.04,62.359
G. van der Wiel,lb,5,0.20,1.20,2.40,3.00,0.00,16.07,58.345
Rafael,gk,10,0.10,0.70,0.00,0.00,0.00,20.59,31.782
S. Umar,st,3,0.67,0.67,17.67,2.00,1.33,9.45,81.800
S. Widmer,lb,24,0.58,1.04,3.33,2.38,0.79,15.49,63.536
A. Brignoli,gk,13,0.00,0.38,0.00,0.00,0.00,17.52,30.000
B. Gyamfi,lb,9,0.00,0.44,2.00,1.56,0.22,15.75,46.485
D. Santon,rb,15,1.00,1.33,4.73,2.53,0.53,19.30,70.116
S. Lo Faso,lw,2,0.50,0.00,7.50,0.00,0.00,0.00,63.636
M. Kanoute,rw,2,0.00,2.00,4.50,1.50,0.00,16.81,64.515
L. Crosta,gk,1,0.00,2.00,0.00,0.00,0.00,19.85,44.398
F. Cassata,cm,10,0.20,0.20,4.40,0.60,0.00,13.80,55.318
C. Falletti,cam,13,0.46,0.15,4.08,0.85,0.77,12.38,57.942
R. Meggiorini,st,15,0.13,1.00,4.87,0.93,0.47,16.62,62.210
R. Karsdorp,lb,1,3.00,1.00,5.00,2.00,0.00,17.55,76.051
A. Romero,cm,6,0.17,1.00,1.83,0.33,0.17,18.49,49.619
N. Pierini,rs,3,0.00,0.00,2.67,0.67,0.00,1.84,38.212
G. Scamacca,st,3,0.00,0.33,0.67,0.33,0.00,11.56,30.000
S. Ingelsson,rcm,7,0.29,0.29,3.86,0.57,0.71,13.95,55.909
N. Haas,cm,7,0.00,0.14,1.00,0.29,0.29,12.63,30.000
L. Sepe,gk,1,0.00,0.00,0.00,0.00,0.00,7.22,30.000
N. Burdisso,rcb,24,0.04,1.12,0.42,0.54,0.17,15.56,40.052
Felipe Anderson,cam,21,2.33,1.52,12.43,2.19,2.19,16.06,82.481
Rogério,rb,13,0.62,1.46,5.69,3.77,0.62,16.61,71.340
G. Gaudino,ram,2,0.00,0.00,1.00,0.50,0.00,14.42,30.000
E. Brignola,lw,18,1.78,1.17,11.78,2.72,1.56,15.23,80.675
E. Goldaniga,lb,13,0.15,0.54,1.00,0.15,0.08,17.09,38.741
F. Zuculini,lcm,11,0.27,0.09,3.45,0.09,0.64,11.39,51.008
P. Jaroszyński,rb,11,0.36,0.91,2.27,2.00,0.09,16.07,56.120
S. Calvano,cm,15,0.07,0.47,2.80,0.40,0.33,15.57,49.041
N. Milenković,lb,19,0.00,1.16,0.89,1.21,0.37,17.37,46.175
Ľ. Tupta,ls,2,1.00,0.00,1.00,0.50,2.50,10.49,52.491
G. Rossi,st,9,0.11,0.00,3.56,0.44,0.33,10.54,48.713
G. Felicioli,rb,6,0.00,0.67,3.83,0.83,0.50,18.56,56.248
J. Billong,lb,5,0.40,0.80,1.60,0.60,0.60,16.19,51.027
M. Bani,lcb,16,0.00,0.69,0.75,0.62,0.12,14.53,36.571
Guilherme,lam,12,1.67,0.50,9.92,1.67,1.50,11.22,77.250
A. Benali,rcm,10,0.20,1.30,5.50,1.60,0.90,16.18,66.686
B. Dramé,rb,5,0.20,0.20,0.80,0.40,0.20,13.13,33.833
Sandro,cdm,14,0.21,1.07,3.00,0.50,1.00,17.65,57.538
Leandro Castán,rb,14,0.00,0.86,1.64,1.07,0.00,14.73,45.658
C. Lykogiannis,rb,11,0.27,0.18,3.55,1.18,0.09,14.81,54.031
J. Vuković,rcb,15,0.00,0.93,2.00,0.27,0.33,16.07,47.387
A. Meret,gk,13,0.00,0.69,0.08,0.00,0.00,27.07,33.057
Rafinha,cam,17,0.82,0.82,10.71,1.71,1.94,13.11,76.721
M. Rigione,lb,1,0.00,0.00,1.00,0.00,0.00,5.10,30.000
F. Avenatti,st,11,0.00,0.55,4.64,0.36,0.45,13.87,56.737
Pedro Pereira,lb,6,0.17,1.00,3.17,3.33,0.67,16.86,61.319
O. Hiljemark,cm,17,0.53,0.76,3.59,1.71,1.00,13.85,61.845
Iuri Medeiros,ls,11,0.73,0.73,8.18,1.27,1.45,15.61,72.581
F. Zampano,lb,6,0.67,0.50,7.17,2.00,0.50,14.55,69.808
M. Lemos,lcb,24,0.00,1.04,1.38,0.54,0.54,18.09,46.717
M. Barrow,st,12,0.08,0.75,6.42,0.58,0.67,15.87,64.710
L. López,lcb,1,0.00,0.00,3.00,0.00,1.00,7.34,43.612
L. Tonelli,rcb,4,0.00,2.00,1.25,0.75,0.00,18.48,52.603
Everton Luiz,lcm,10,0.60,1.10,4.30,1.40,0.60,17.00,65.035
L. Šimić,lcb,6,0.33,0.33,1.17,0.50,0.00,19.68,42.753
Han Kwang-Song,st,7,0.43,0.43,5.71,0.86,0.29,11.16,63.121
A. Toșca,rb,19,0.58,3.84,1.58,1.84,0.63,22.83,69.074
C. Diabaté,st,11,0.09,0.64,5.82,0.36,0.36,17.18,62.187
D. Boldor,lcb,2,0.00,1.50,0.00,0.50,0.00,20.00,41.177
A. Pinamonti,ls,1,0.00,0.00,1.00,0.00,0.00,0.00,30.000
S. Romagnoli,lcb,8,0.00,1.75,0.62,0.50,0.50,18.24,48.250
J. Andersen,lcb,7,0.00,2.71,0.86,0.43,0.14,20.43,55.500
D. Ceter,st,6,0.50,0.33,5.17,0.67,0.67,13.41,62.274
K. Bonifazi,lcb,6,0.17,1.00,2.67,1.83,0.00,13.56,55.269
N. Zanellato,lam,1,0.00,1.00,5.00,1.00,2.00,13.32,63.413
A. Buongiorno,rb,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
M. Silvestri,gk,2,0.00,0.00,0.00,0.00,0.00,14.44,30.000
G. Volpicelli,cdm,1,0.00,0.00,0.00,0.00,1.00,14.42,30.000
C. Dell'Orco,rb,8,0.12,0.62,2.00,0.88,0.50,16.02,48.657
M. Bianchetti,lb,2,0.00,0.50,0.50,0.50,2.00,14.48,39.201
A. Santurro,gk,1,0.00,3.00,0.00,0.00,0.00,65.45,60.854
M. Vitale,ram,2,0.50,0.50,6.00,1.00,0.00,11.37,64.460
S. Pontisso,rcm,1,0.00,1.00,1.00,0.00,0.00,23.76,42.449
G. Pegolo,gk,2,0.00,0.50,0.00,0.00,0.00,18.26,30.000
M. Diaby,lw,2,1.00,1.00,7.00,1.50,1.50,21.33,73.070
C. Keita,rb,3,0.00,0.33,2.67,3.33,0.00,9.55,51.508
F. Caligara,rcm,2,0.00,0.00,2.00,0.00,0.00,11.06,33.803
J. El Yamiq,lcb,4,0.00,0.75,2.25,0.00,0.75,18.52,48.325
B. Drągowski,gk,3,0.00,0.33,0.33,0.00,0.67,47.69,41.527
A. Danzi,cm,5,0.40,0.40,1.80,0.80,0.20,15.44,48.304
J. Silva,rb,2,0.00,1.00,3.00,2.00,1.00,14.93,57.434
L. Sparandeo,rb,1,0.00,0.00,0.00,0.00,0.00,10.65,30.000
E. Capradossi,lb,2,0.00,0.50,1.50,0.50,0.00,14.82,39.329
O. Stijepović,ls,1,0.00,0.00,1.00,0.00,0.00,0.00,30.000
E. Lamanna,gk,1,0.00,1.00,0.00,0.00,0.00,23.64,34.912
S. Sanogo,st,2,0.00,0.00,2.00,1.00,0.00,5.69,35.769
F. Rossi,gk,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
Christian Rutjens,lb,1,0.00,0.00,0.00,0.00,0.00,13.60,30.000
E. Torrasi,cam,1,0.00,0.00,0.00,0.00,0.00,11.76,30.000
C. Pinsoglio,gk,1,0.00,1.00,0.00,0.00,0.00,38.00,40.476
Ł. Skorupski,gk,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
V. Milinković-Savić,gk,1,0.00,2.00,1.00,0.00,0.00,29.91,52.361
Trigueros,rcm,34,0.38,1.32,6.03,1.09,1.35,17.33,68.862
E. Ünal,st,30,0.40,0.40,8.77,0.90,1.10,13.46,70.657
Rodri,cm,37,0.38,1.43,4.97,0.68,1.70,16.89,66.890
Jaume Costa,rb,30,0.67,1.33,3.80,3.37,0.77,15.50,67.338
Álvaro González,lcb,33,0.09,1.03,0.58,0.39,0.33,17.38,41.732
Víctor Ruíz,rb,27,0.11,1.04,0.96,0.44,0.96,19.34,47.185
Andrés Fernández,gk,3,0.00,0.33,0.00,0.00,0.00,27.86,30.000
A. Rukavina,lcb,19,0.32,0.74,1.05,1.74,0.53,16.65,49.554
N. Sansone,st,18,0.67,0.44,4.67,0.78,0.67,13.52,62.682
Sergio Postigo,lcb,30,0.03,1.63,0.77,0.37,0.60,19.53,48.769
José Luis Morales,cam,35,2.23,1.60,12.91,3.03,3.09,16.79,83.212
E. Bardhi,rcm,26,0.38,1.04,6.31,1.54,1.27,15.30,68.742
J. Lerma,cm,30,0.27,1.03,3.77,0.67,0.63,15.68,59.734
Campaña,cm,35,0.46,1.69,5.26,1.83,0.97,17.36,69.129
Toño,rb,12,1.83,1.25,6.50,2.58,0.50,16.80,75.418
Chema,rb,25,0.00,0.76,0.72,0.20,0.28,17.75,37.404
Iván López,lb,3,0.67,2.00,3.00,1.67,1.33,36.73,68.756
Raúl Fernández,gk,11,0.00,1.00,0.00,0.00,0.27,36.08,40.762
Álex Alegría,st,9,0.00,0.78,11.78,1.33,0.78,15.07,74.688
Jason,lam,27,0.63,0.85,8.48,1.93,1.15,15.81,73.206
Pablo Fornals,cam,35,1.14,1.06,5.66,1.86,2.49,14.54,72.220
C. Bacca,rs,38,0.37,0.45,5.79,0.42,1.82,13.90,64.777
L. Suárez,ram,1,1.00,1.00,2.00,0.00,3.00,51.40,66.822
C. Doukouré,lcm,19,0.16,0.42,3.00,0.32,0.63,13.99,50.978
Ivi,rw,29,0.62,1.10,8.83,2.41,0.97,15.67,74.369
A. N'Diaye,cdm,4,0.25,0.25,2.25,0.00,0.50,14.26,45.730
E. Boateng,st,25,0.20,0.60,5.48,0.52,0.72,17.43,62.607
Darío Poveda,rw,1,0.00,0.00,2.00,0.00,2.00,0.00,37.500
Willian José,rs,34,0.15,0.38,11.44,0.62,1.82,13.60,74.070
Illarramendi,cm,36,0.47,3.36,5.25,2.39,1.42,18.86,74.117
Raúl Navas,rcb,20,0.30,2.30,1.85,1.00,0.90,18.99,61.388
Aritz Elustondo,lb,19,0.32,1.74,2.16,1.58,0.89,19.10,60.767
G. Rulli,gk,26,0.00,1.23,0.00,0.00,0.27,31.85,41.680
Hugo Mallo,lb,34,0.59,1.44,4.18,2.50,1.24,18.29,67.930
Mikel Oyarzabal,cam,35,1.14,1.29,8.94,3.34,2.40,13.97,77.577
Kévin Rodrigues,rb,20,0.80,1.05,4.75,2.80,0.60,16.31,68.435
Iago Aspas,ls,37,1.08,0.97,9.84,1.70,4.27,14.71,77.995
Xabi Prieto,lam,26,0.62,0.85,5.96,1.23,1.62,16.57,68.791
Jonny,rb,36,1.00,1.72,6.31,3.67,1.08,15.77,74.427
Fontàs,rb,12,0.08,1.75,0.50,1.08,0.33,18.98,49.952
Canales,lam,36,1.33,1.11,7.53,1.56,1.92,16.80,75.129
Odriozola,lb,35,2.11,1.29,7.31,3.60,1.69,15.77,78.223
G. Cabral,lcb,26,0.08,0.73,0.77,0.58,0.65,14.70,40.534
Jozabed,rcm,24,0.29,0.71,2.46,0.96,1.29,14.63,54.981
Sergio Álvarez,gk,17,0.00,0.65,0.06,0.06,0.35,32.25,36.288
Maxi Gómez,st,38,0.26,0.29,7.66,0.50,1.79,12.44,67.777
P. Sisto,ram,38,1.16,1.42,14.08,3.24,1.63,16.48,81.727
D. Wass,lam,35,0.43,0.83,4.74,1.71,1.54,15.86,65.466
Zurutuza,rcm,31,0.16,1.13,5.13,0.68,1.03,16.43,64.034
N. Radoja,cm,26,0.19,0.65,2.81,0.58,0.65,15.34,53.058
C. Vela,ls,17,1.41,0.35,8.88,0.88,1.76,15.99,75.080
P. Hernández,cm,30,0.23,0.87,5.10,0.63,1.37,15.42,63.648
Juanmi,rw,30,0.33,0.47,4.10,1.07,0.93,14.79,59.589
S. Lobotka,cm,38,1.00,1.53,5.26,0.95,1.68,16.69,70.935
Agirretxe,st,11,0.09,0.00,1.45,0.00,0.45,8.69,31.915
A. Hjulsager,lam,2,0.00,0.00,0.50,1.00,0.00,6.31,30.000
F. Fajr,cm,33,0.24,0.61,3.42,1.09,0.64,13.59,56.455
G. Shibasaki,cm,26,0.23,0.46,3.08,0.65,0.85,13.76,53.636
Juan Cala,rcb,20,0.10,0.75,1.35,0.30,0.25,18.11,43.855
San José,cm,26,0.15,1.38,2.62,0.58,0.81,18.41,57.227
Jorge Molina,st,36,0.25,0.28,11.67,1.14,1.61,11.15,74.543
Beñat,cm,24,0.04,0.88,2.17,0.29,0.54,18.12,49.526
Molinero,lcb,10,0.40,1.10,1.60,2.10,0.70,16.28,56.385
Unai Núñez,lb,33,0.45,2.03,1.76,1.48,0.36,18.48,60.900
Susaeta,cam,34,0.88,0.82,6.85,1.79,1.26,15.16,71.561
Balenziaga,rb,18,0.61,1.00,4.39,2.56,0.44,16.26,66.055
De Marcos,lb,21,0.48,1.14,2.52,2.33,0.52,15.86,60.475
Iñaki Williams,ls,38,0.84,0.87,10.76,1.58,1.66,16.24,76.853
Markel Bergara,lcm,18,0.22,0.50,2.56,0.33,0.72,16.02,50.933
Muniain,st,14,0.86,0.79,9.00,1.29,1.29,14.03,74.105
Guaita,gk,33,0.00,0.91,0.06,0.03,0.27,32.73,39.115
A. Ndiaye,rs,37,1.24,0.78,9.97,2.38,1.57,12.65,77.129
Djené,lb,36,0.11,0.78,3.61,0.75,0.67,17.78,57.092
D. Suárez,lb,33,0.61,0.58,5.55,2.18,0.85,13.38,66.905
Álvaro Jiménez,lam,13,0.77,0.54,7.08,1.31,0.85,14.38,69.886
Arrizabalaga,gk,30,0.00,0.63,0.07,0.00,0.50,34.96,37.614
Raúl García,cam,34,0.21,0.97,6.00,1.79,0.79,15.82,66.790
Lekue,lb,32,1.03,0.97,6.06,2.50,0.88,16.65,71.613
Sergio Mora,cm,25,0.00,0.28,0.64,0.20,0.20,15.09,30.000
Ángel,st,33,0.30,0.58,5.70,1.45,1.27,12.90,65.101
M. Arambarri,cm,27,0.19,0.70,4.67,0.89,0.56,14.40,60.403
Iñigo Córdoba,ram,30,1.07,0.67,7.63,2.23,0.87,14.07,73.051
C. Stuani,st,35,0.09,0.60,6.03,0.71,0.80,17.29,63.674
Álex Granell,rcm,34,0.41,0.91,5.32,1.09,1.00,15.66,65.630
Pedro Alcalá,lb,8,0.00,1.25,0.88,1.00,0.50,15.45,46.078
Muniesa,rb,14,0.29,1.14,2.21,1.43,0.57,16.46,56.392
J. Giménez,lb,27,0.07,0.74,1.33,0.81,0.33,16.09,44.494
Borja García,ram,37,0.46,0.49,10.51,1.65,0.95,13.13,74.154
Pere Pons,lcm,31,0.42,1.00,5.94,0.68,1.10,16.12,67.055
Aday,rb,31,1.00,0.81,7.00,2.16,0.29,15.99,71.807
Bernardo Espinosa,lcb,34,0.00,0.47,0.62,0.12,0.32,15.43,31.651
Saúl,rcm,36,0.42,1.56,7.19,2.17,1.50,15.84,72.520
Fernando Torres,st,27,0.41,0.26,4.48,0.44,0.93,11.47,58.839
L. Hernández,rb,34,0.76,1.26,4.12,2.32,0.56,16.98,67.142
Pablo Maffeo,lb,33,0.58,1.06,7.64,3.03,1.09,15.49,72.976
Gabi,lcm,34,0.09,0.65,2.26,0.68,0.91,15.68,50.170
J. Oblak,gk,37,0.00,0.49,0.14,0.00,0.11,33.04,33.959
Portu,lam,37,1.62,0.76,10.65,1.62,2.59,17.01,78.988
S. Savić,lb,27,0.04,1.22,0.48,0.56,0.37,19.55,43.490
Iraizoz,gk,9,0.00,0.78,0.00,0.00,0.00,23.19,31.752
Á. Correa,ls,37,1.08,0.86,11.81,1.97,2.03,13.77,78.723
N. Gaitán,ram,6,0.33,0.50,3.00,0.67,2.00,13.71,56.904
L. Vietto,st,20,0.70,0.30,5.40,0.75,1.35,14.20,65.181
Carles Planas,rb,5,0.00,0.20,0.60,1.60,0.20,12.01,32.436
O. Kayode,st,12,0.25,0.42,3.08,0.75,0.58,17.34,53.990
Léo Baptistão,ls,36,1.06,0.72,6.92,1.44,2.11,14.18,72.415
David López,lb,37,0.16,1.68,1.81,0.97,0.68,18.09,56.364
C. Lenglet,rb,35,0.11,1.51,1.49,0.94,0.46,18.39,53.106
P. Diop,lcm,20,0.05,0.55,2.50,0.50,0.15,14.63,47.404
David Soria,gk,15,0.00,0.73,0.07,0.00,0.53,30.41,37.137
S. N'Zonzi,cm,32,0.31,0.78,2.00,0.53,0.84,16.39,52.200
S. Corchia,lb,12,0.25,0.67,3.92,2.00,0.17,13.64,59.372
S. Kjær,lcb,24,0.00,0.88,0.21,0.54,0.21,19.83,36.606
P. Piatti,rw,30,0.77,0.63,6.80,1.60,1.53,14.47,70.513
Aarón,rb,32,0.75,1.12,4.28,3.16,0.56,14.99,67.643
Sergio Rico,gk,24,0.00,0.29,0.04,0.00,0.58,28.15,30.344
Javi Fuego,cm,28,0.00,0.61,2.32,0.64,0.39,13.78,47.029
Gerard Moreno,ls,38,0.26,0.76,11.32,1.21,1.74,12.78,75.286
Borja Lasso,cm,1,0.00,1.00,3.00,0.00,0.00,19.83,52.342
L. Muriel,rs,31,0.90,0.35,6.74,0.68,1.97,13.38,69.741
