Player,PrimaryPosition,Games,pass_acc,through_acc,freekick_acc,assists_pg,avg_pg,consistency,turnover_rate,Rating
S. Ambrosius,lb,1,0.882,0.000,0.000,0.000,34.000,1.000,0.118,80.22
M. Gouaida,rcm,1,0.833,0.000,0.000,0.000,24.000,1.000,0.167,79.99
Sergio Gómez,lam,2,1.000,1.000,0.000,0.000,3.000,1.000,0.000,80.70
P. Jaeckel,lb,3,0.838,0.000,0.667,0.667,45.333,0.891,0.162,81.42
T. Strobl,cm,4,0.892,0.000,0.000,0.000,16.250,0.731,0.108,79.91
J. Schieber,rw,2,0.667,0.000,0.000,0.000,4.500,0.529,0.333,78.42
T. Hübers,lb,5,0.781,0.000,0.000,0.200,33.800,0.881,0.219,79.96
R. Özcan,gk,1,0.846,0.000,0.000,0.000,26.000,1.000,0.154,80.05
L. Mai,lb,2,0.896,0.000,0.000,0.000,53.000,0.939,0.104,80.80
F. Evina,rw,2,0.793,0.000,0.667,0.500,14.500,0.618,0.207,79.84
N. Dorsch,cam,1,0.865,0.000,0.000,0.000,37.000,1.000,0.135,80.20
M. Shabani,lam,1,0.688,0.000,0.000,0.000,16.000,1.000,0.312,79.52
M. Ćavar,lcm,1,0.857,0.000,0.000,0.000,7.000,1.000,0.143,79.89
A. Luthe,gk,2,0.932,0.000,0.000,0.000,29.500,0.899,0.068,80.52
P. Dárdai,rw,2,0.778,0.000,0.000,0.000,4.500,0.798,0.222,79.19
R. Baku,rcm,3,0.878,0.000,0.500,0.333,27.333,0.927,0.122,80.83
A. Meier,rw,1,1.000,0.000,0.000,0.000,2.000,1.000,0.000,80.23
S. Asta,lb,1,0.750,0.000,0.000,0.000,4.000,1.000,0.250,79.57
A. Nübel,gk,1,0.846,0.000,0.000,0.000,13.000,1.000,0.154,79.92
A. Baba,rb,1,0.588,0.000,0.000,1.000,17.000,1.000,0.412,79.71
L. Maina,lam,1,0.889,0.000,0.000,0.000,18.000,1.000,0.111,80.08
E. Džeko,st,36,0.753,0.194,0.286,0.333,19.556,0.899,0.247,78.47
A. Kolarov,rb,38,0.803,0.118,0.477,0.658,56.500,0.908,0.197,87.37
J. Palomino,cb,25,0.857,0.000,0.500,0.040,42.040,0.819,0.143,82.51
Juan Jesus,rb,22,0.897,0.067,0.500,0.091,51.273,0.920,0.103,85.31
D. Perotti,rw,25,0.814,0.412,0.433,0.640,33.280,0.845,0.186,83.97
R. Gosens,rb,21,0.808,0.300,0.348,0.286,35.429,0.905,0.192,82.03
A. Gómez,rw,33,0.800,0.444,0.400,1.000,38.576,0.907,0.200,87.09
R. Freuler,rcm,35,0.885,0.227,0.391,0.143,58.743,0.941,0.115,87.58
A. Masiello,cb,31,0.874,0.429,0.600,0.000,58.548,0.904,0.126,86.33
Rafael Tolói,lb,30,0.837,0.360,0.357,0.100,51.067,0.884,0.163,84.25
B. Cristante,lam,36,0.814,0.231,0.333,0.139,41.444,0.887,0.186,82.45
Alisson,gk,42,0.902,0.000,0.000,0.000,23.095,0.933,0.098,82.04
K. Manolas,lb,29,0.909,0.167,0.000,0.000,44.655,0.917,0.091,84.80
K. Strootman,ram,32,0.864,0.235,0.310,0.156,43.500,0.902,0.136,84.51
G. Defrel,lw,15,0.885,0.500,1.000,0.067,8.133,0.813,0.115,80.62
Bruno Peres,lb,18,0.839,0.333,0.464,0.333,36.944,0.826,0.161,82.90
H. Hateboer,lb,33,0.813,0.333,0.316,0.182,35.091,0.874,0.187,81.85
A. Petagna,lw,29,0.786,0.370,0.600,0.552,16.414,0.856,0.214,80.89
J. Kurtič,cam,30,0.800,0.200,0.143,0.133,29.400,0.783,0.200,79.60
A. Cornelius,lw,25,0.748,0.400,0.167,0.280,10.960,0.789,0.252,77.00
J. Iličić,lw,31,0.814,0.349,0.333,0.516,33.484,0.921,0.186,83.85
M. de Roon,lcm,34,0.879,0.429,0.571,0.088,46.735,0.928,0.121,85.83
F. Fazio,cb,35,0.882,0.148,0.500,0.057,52.943,0.813,0.118,85.53
F. Di Francesco,rw,24,0.785,0.286,0.333,0.292,17.667,0.655,0.215,78.40
D. Maietta,cb,7,0.872,0.333,0.000,0.000,33.429,0.893,0.128,81.03
S. De Maio,cb,25,0.843,0.083,0.667,0.040,42.440,0.921,0.157,82.80
A. Mirante,gk,33,0.867,0.500,0.000,0.000,22.030,0.900,0.133,81.15
N. N'Koulou,lb,37,0.922,0.000,0.000,0.000,42.405,0.954,0.078,85.34
E. Moretti,rb,22,0.874,0.000,0.000,0.000,45.545,0.910,0.126,83.05
A. Acquah,lcm,21,0.869,0.600,0.167,0.048,22.238,0.822,0.131,81.22
C. Molinaro,rb,20,0.784,0.250,0.429,0.150,41.200,0.916,0.216,81.28
S. Taïder,cm,9,0.902,0.333,0.667,0.222,22.667,0.941,0.098,82.15
A. Masina,rb,34,0.798,0.190,0.417,0.265,37.441,0.897,0.202,82.12
Iago Falqué,lw,37,0.807,0.400,0.490,0.676,33.405,0.879,0.193,84.86
J. Obi,rcm,22,0.836,0.200,0.667,0.045,24.455,0.879,0.164,80.55
E. Pulgar,cdm,32,0.848,0.400,0.625,0.188,50.844,0.911,0.152,85.63
A. Poli,lcm,32,0.909,0.556,0.286,0.312,37.594,0.941,0.091,86.93
A. Ljajić,rw,30,0.844,0.407,0.304,0.433,39.567,0.883,0.156,84.99
M. Destro,rw,26,0.696,0.308,0.000,0.038,9.885,0.689,0.304,73.15
Álex Berenguer,rw,22,0.793,0.500,0.364,0.227,18.227,0.833,0.207,79.50
S. Verdi,lw,33,0.760,0.136,0.327,0.333,33.030,0.898,0.240,80.41
V. Torosidis,lb,16,0.758,0.143,0.429,0.188,20.625,0.829,0.242,78.33
A. Belotti,rw,32,0.765,0.500,0.333,0.219,16.062,0.838,0.235,78.09
G. Donsah,rcm,28,0.762,0.368,0.200,0.143,22.036,0.870,0.238,78.22
T. Rincón,cm,36,0.850,0.261,0.429,0.111,39.000,0.924,0.150,83.61
R. Palacio,rw,28,0.760,0.421,0.425,0.464,22.214,0.861,0.240,80.20
P. Cutrone,st,28,0.768,0.000,0.000,0.000,10.464,0.817,0.232,75.27
M. Locatelli,cm,20,0.878,0.231,0.200,0.100,26.300,0.840,0.122,81.71
F. Kessié,lam,37,0.851,0.316,0.545,0.486,46.378,0.923,0.149,87.14
M. Musacchio,lb,15,0.910,0.167,0.500,0.067,61.067,0.941,0.090,85.61
Suso,lw,35,0.797,0.327,0.385,0.771,41.743,0.931,0.203,86.08
M. Trotta,lw,34,0.741,0.143,0.500,0.176,20.559,0.835,0.259,77.06
R. Mandragora,rcm,36,0.819,0.435,0.385,0.139,34.889,0.910,0.181,82.29
F. Ceccherini,cb,37,0.839,0.000,1.000,0.027,32.811,0.830,0.161,81.50
D. Faraoni,lb,28,0.739,0.296,0.280,0.036,26.143,0.762,0.261,76.82
A. Barberis,lcm,38,0.778,0.190,0.500,0.079,25.474,0.901,0.222,78.80
A. Conti,lb,2,0.857,0.000,1.000,0.500,42.000,0.988,0.143,80.99
L. Cabrera,rb,13,0.663,0.250,0.500,0.077,24.846,0.846,0.337,76.53
B. Martella,rb,30,0.702,0.381,0.423,0.267,35.367,0.873,0.298,78.70
A. Stoian,rw,32,0.673,0.235,0.327,0.188,31.062,0.839,0.327,76.15
A. Budimir,st,21,0.742,0.500,0.000,0.238,14.190,0.781,0.258,77.16
F. Borini,lw,29,0.795,0.143,0.379,0.172,25.276,0.777,0.205,79.24
A. Cordaz,gk,38,0.723,0.333,0.000,0.000,15.579,0.802,0.277,74.20
N. Dussenne,cb,1,0.500,0.500,0.000,0.000,14.000,1.000,0.500,79.06
G. Donnarumma,gk,38,0.911,1.000,0.000,0.000,21.605,0.906,0.089,83.72
M. Rohdén,cm,26,0.721,0.154,0.222,0.077,18.500,0.847,0.279,75.81
A. Nalini,rw,23,0.686,0.231,0.471,0.304,21.217,0.807,0.314,76.55
André Silva,st,26,0.773,0.125,0.250,0.115,11.692,0.759,0.227,76.47
I. Abate,lb,17,0.839,0.636,0.458,0.235,38.353,0.868,0.161,83.04
M. Izco,lcm,5,0.836,0.000,0.000,0.000,14.600,0.416,0.164,78.68
J. Mauri,lam,1,1.000,0.000,0.000,0.000,11.000,1.000,0.000,80.32
K. Koulibaly,rb,38,0.922,0.273,0.000,0.000,78.053,0.943,0.078,90.61
T. Heurtaux,cb,17,0.837,0.143,0.000,0.000,30.765,0.887,0.163,80.42
A. Diawara,cm,18,0.940,0.571,0.000,0.056,38.667,0.946,0.060,84.97
F. Ghoulam,rb,11,0.882,0.231,0.400,0.727,73.818,0.933,0.118,87.20
M. Cáceres,cb,25,0.790,0.062,0.550,0.160,35.000,0.826,0.210,80.37
Daniel Bessa,cam,28,0.842,0.000,0.143,0.107,29.893,0.892,0.158,81.11
Pepe Reina,gk,37,0.891,0.000,0.000,0.000,21.973,0.915,0.109,81.29
Nicolas,gk,36,0.760,0.000,0.000,0.000,23.167,0.838,0.240,76.28
A. Ferrari,lb,25,0.764,0.500,0.250,0.000,33.680,0.842,0.236,79.04
Rômulo,lcm,37,0.773,0.400,0.377,0.351,36.459,0.902,0.227,82.02
A. Cerci,lw,24,0.731,0.318,0.444,0.333,17.167,0.845,0.269,77.82
M. Zaccagni,cm,6,0.732,0.000,0.000,0.000,9.333,0.654,0.268,77.31
S. Souprayen,rb,22,0.838,0.200,0.286,0.045,31.500,0.897,0.162,81.15
M. Büchel,rcm,23,0.810,0.100,0.125,0.043,33.783,0.868,0.190,80.15
D. Verde,rw,30,0.702,0.385,0.420,0.233,20.333,0.816,0.298,76.38
José Callejón,lw,38,0.823,0.312,0.339,0.526,38.842,0.929,0.177,85.26
Allan,lam,38,0.877,0.310,0.050,0.316,45.947,0.937,0.123,86.68
M. Fares,rw,30,0.687,0.136,0.225,0.200,32.700,0.863,0.313,76.86
G. Pazzini,rw,28,0.711,0.200,0.000,0.071,7.036,0.701,0.289,73.13
M. Valoti,rcm,26,0.781,0.125,0.250,0.077,20.154,0.824,0.219,77.77
G. Simeone,st,38,0.733,0.294,0.125,0.184,12.816,0.802,0.267,75.40
C. Sánchez,cdm,25,0.868,0.000,0.000,0.040,34.120,0.902,0.132,81.90
D. Astori,rb,25,0.892,0.238,0.412,0.120,58.440,0.906,0.108,86.55
Y. Nagatomo,rb,15,0.832,0.400,0.636,0.467,30.600,0.868,0.168,82.77
J. Veretout,rcm,36,0.859,0.286,0.324,0.250,54.917,0.923,0.141,86.81
M. Vecino,lcm,34,0.886,0.160,0.182,0.147,52.353,0.937,0.114,86.41
D. D'Ambrosio,cb,34,0.834,0.100,0.371,0.176,51.294,0.925,0.166,84.59
M. Benassi,lam,35,0.792,0.242,0.690,0.200,36.429,0.913,0.208,81.82
Borja Valero,cm,35,0.916,0.419,0.400,0.114,56.200,0.956,0.084,88.59
João Miranda,cb,36,0.911,0.267,0.000,0.028,50.778,0.942,0.089,86.56
Vitor Hugo,cb,19,0.889,0.000,0.000,0.000,32.316,0.828,0.111,81.62
M. Olivera,rb,7,0.810,0.000,0.545,0.286,33.857,0.896,0.190,80.82
S. Handanovič,gk,38,0.926,0.000,0.000,0.000,18.474,0.908,0.074,82.11
N. Tomović,cb,29,0.852,0.100,0.412,0.034,36.207,0.902,0.148,82.25
M. Sportiello,gk,37,0.881,1.000,0.000,0.000,17.189,0.893,0.119,81.91
M. Icardi,st,34,0.771,0.312,0.143,0.353,12.324,0.814,0.229,77.99
S. Cristóforo,cm,7,0.864,0.667,0.500,0.143,26.286,0.886,0.136,81.29
K. Babacar,st,29,0.819,0.000,0.000,0.103,7.621,0.806,0.181,77.10
R. Gagliardini,cm,30,0.871,0.312,0.455,0.100,44.967,0.921,0.129,84.83
R. Zekhnini,rw,1,0.750,0.000,0.000,0.000,4.000,1.000,0.250,79.57
P. Dybala,lw,34,0.869,0.300,0.333,0.294,36.176,0.929,0.131,84.94
D. Rugani,cb,22,0.935,0.250,0.000,0.045,66.818,0.953,0.065,87.88
P. Faragò,lcm,34,0.651,0.286,0.410,0.529,27.941,0.834,0.349,77.03
D. Čop,rw,2,0.562,0.000,0.000,0.000,8.000,0.850,0.438,78.18
S. Padoin,rcm,37,0.786,0.250,0.500,0.541,30.189,0.902,0.214,82.68
M. Pjanić,cm,31,0.904,0.279,0.562,0.290,63.387,0.951,0.096,89.61
G. Higuaín,st,38,0.816,0.276,0.222,0.184,18.895,0.854,0.184,79.64
A. Ioniţă,cam,36,0.811,0.286,0.476,0.250,24.306,0.894,0.189,81.04
M. Capuano,rb,25,0.830,0.000,0.400,0.040,36.000,0.764,0.170,80.64
N. Barella,cm,34,0.793,0.278,0.378,0.294,43.676,0.894,0.207,83.02
Alex Sandro,rb,26,0.856,0.267,0.446,0.231,55.654,0.918,0.144,85.90
F. Pisacane,cb,24,0.835,0.125,0.636,0.042,41.083,0.869,0.165,82.17
A. Cragno,gk,29,0.825,0.000,0.000,0.000,14.172,0.857,0.175,77.75
L. Cigarini,cm,26,0.831,0.286,0.474,0.154,53.308,0.894,0.169,84.38
Diego Farias,rw,28,0.804,0.444,0.389,0.107,18.393,0.827,0.196,79.06
C. Marchisio,cm,15,0.885,0.316,0.333,0.133,43.667,0.899,0.115,83.68
J. Cuadrado,lam,25,0.861,0.438,0.603,0.480,38.800,0.887,0.139,85.61
M. Andreolli,cb,23,0.837,0.250,0.000,0.000,35.391,0.810,0.163,80.80
João Pedro,ram,22,0.731,0.231,0.444,0.273,20.773,0.835,0.269,77.84
Douglas Costa,cam,33,0.811,0.263,0.381,0.515,31.576,0.908,0.189,83.42
M. Sau,st,29,0.796,0.375,0.667,0.138,12.345,0.830,0.204,78.37
D. Dessena,lcm,17,0.721,0.000,0.750,0.059,13.294,0.470,0.279,74.80
S. de Vrij,cb,36,0.928,0.500,0.000,0.028,41.861,0.953,0.072,86.47
S. Milinković-Savić,ram,38,0.820,0.388,0.370,0.526,46.816,0.917,0.180,86.28
S. Palombi,lw,1,1.000,0.000,1.000,0.000,13.000,1.000,0.000,80.40
A. Gomis,gk,26,0.794,0.000,0.000,0.000,16.231,0.863,0.206,77.12
S. Väisänen,cb,7,0.885,0.000,0.000,0.143,37.429,0.970,0.115,81.72
F. Viviani,cm,29,0.870,0.310,0.300,0.103,50.897,0.942,0.130,85.43
F. Vicari,cb,34,0.857,0.278,0.000,0.000,33.529,0.867,0.143,81.76
F. Costa,rb,23,0.707,0.538,0.261,0.130,24.000,0.878,0.293,77.17
D. Basta,lb,11,0.766,0.400,0.538,0.273,29.545,0.871,0.234,80.19
P. Schiattarella,lcm,31,0.820,0.250,0.615,0.355,35.032,0.874,0.180,83.19
M. Oikonomou,lb,4,0.793,0.000,0.000,0.000,14.500,0.827,0.207,79.04
M. Lazzari,lam,36,0.768,0.222,0.355,0.389,32.833,0.859,0.232,81.02
Ş. Radu,rb,31,0.878,0.333,0.786,0.097,51.903,0.921,0.122,86.31
Wallace,cb,13,0.875,0.167,1.000,0.077,43.000,0.939,0.125,83.22
Luis Alberto,ram,34,0.800,0.328,0.273,0.618,44.912,0.894,0.200,85.32
S. Lulić,rcm,35,0.776,0.348,0.475,0.314,35.829,0.904,0.224,81.78
L. Mora,rcm,17,0.723,0.143,0.455,0.118,18.471,0.651,0.277,76.23
A. Paloschi,lw,34,0.769,0.286,0.333,0.059,10.588,0.792,0.231,75.97
S. Floccari,rw,17,0.797,0.000,0.500,0.118,13.059,0.835,0.203,78.19
T. Strakosha,gk,38,0.832,0.000,0.000,0.000,20.105,0.853,0.168,78.56
M. Cremonesi,rb,5,0.853,0.000,0.000,0.000,28.600,0.873,0.147,80.18
M. Borriello,rw,15,0.784,1.000,0.000,0.267,9.267,0.622,0.216,78.38
A. Marušić,lam,32,0.789,0.333,0.478,0.438,30.031,0.903,0.211,82.14
F. Caicedo,st,20,0.830,0.333,0.000,0.050,7.950,0.829,0.170,78.19
F. Mattiello,rb,29,0.779,0.222,0.259,0.103,23.862,0.857,0.221,78.53
F. Quagliarella,st,35,0.701,0.362,0.429,0.314,17.114,0.808,0.299,76.14
M. Silvestre,lb,34,0.909,0.111,0.250,0.029,62.500,0.920,0.091,87.72
V. Regini,rb,14,0.880,0.333,0.400,0.143,42.286,0.923,0.120,83.46
J. Sala,lb,13,0.870,0.125,0.333,0.154,49.769,0.936,0.130,83.52
L. Venuti,cb,31,0.824,0.200,0.531,0.226,31.161,0.838,0.176,81.76
F. Lucioni,cb,8,0.781,0.000,0.000,0.000,33.125,0.844,0.219,79.28
A. Costa,rb,16,0.825,0.167,0.625,0.125,40.812,0.935,0.175,82.14
D. Pavlovic,rb,11,0.650,0.000,0.353,0.091,29.364,0.615,0.350,76.03
L. Del Pinto,cm,15,0.853,0.000,0.000,0.000,25.933,0.860,0.147,80.10
D. Cataldi,cm,29,0.848,0.158,0.389,0.172,43.448,0.892,0.152,83.79
G. Letizia,cb,29,0.778,0.250,0.296,0.276,36.724,0.884,0.222,81.23
C. Puggioni,gk,22,0.860,0.000,0.000,0.000,22.000,0.894,0.140,80.03
M. D'Alessandro,rw,16,0.748,0.333,0.529,0.500,17.375,0.881,0.252,79.59
L. Torreira,cm,41,0.894,0.244,0.636,0.073,53.293,0.950,0.106,87.46
É. Barreto,lam,28,0.819,0.344,0.385,0.107,37.214,0.882,0.181,81.88
G. Caprari,rw,34,0.809,0.294,0.407,0.265,18.206,0.902,0.191,80.24
M. Coda,st,24,0.738,0.000,0.200,0.250,12.250,0.800,0.262,76.23
A. Ciciretti,lw,12,0.744,0.200,0.280,0.333,25.750,0.891,0.256,79.38
D. Praet,cam,32,0.838,0.273,0.382,0.281,44.719,0.929,0.162,84.73
G. Ramírez,cam,37,0.796,0.403,0.179,0.378,25.459,0.875,0.204,81.25
G. Puşcaş,rw,11,0.818,0.000,0.500,0.000,11.000,0.846,0.182,78.51
V. Belec,gk,15,0.825,0.000,0.000,0.000,17.933,0.863,0.175,78.73
F. Bonazzoli,lw,12,0.820,0.000,0.000,0.000,4.167,0.636,0.180,77.04
K. Linetty,ram,29,0.827,0.229,0.125,0.138,34.034,0.911,0.173,81.71
G. Di Chiara,rb,13,0.813,0.333,0.400,0.231,41.077,0.823,0.187,81.73
N. Viola,cm,24,0.827,0.186,0.423,0.167,46.833,0.909,0.173,83.30
K. Cissé,rw,2,0.833,0.000,0.000,0.500,3.000,0.843,0.167,79.91
F. Đuričić,ram,16,0.816,0.267,0.667,0.188,23.062,0.874,0.184,80.48
A. Galabinov,st,20,0.685,0.333,0.250,0.000,14.750,0.768,0.315,74.45
Miguel Veloso,cm,22,0.830,0.333,0.125,0.045,43.409,0.883,0.170,82.19
S. Gentiletti,rb,4,0.887,0.000,0.000,0.000,55.250,0.958,0.113,81.48
L. Rossettini,cb,23,0.854,0.250,0.000,0.043,42.000,0.906,0.146,82.68
D. Biraschi,lb,23,0.804,0.000,0.500,0.130,39.087,0.861,0.196,81.12
D. Lazović,lam,20,0.734,0.143,0.375,0.450,28.400,0.891,0.266,79.70
Pol Lirola,lb,24,0.699,0.091,0.345,0.250,31.375,0.791,0.301,77.34
D. Berardi,lw,31,0.709,0.283,0.447,0.581,27.355,0.880,0.291,79.62
S. Sensi,cm,17,0.851,0.111,0.500,0.353,28.000,0.898,0.149,82.38
M. Politano,st,36,0.707,0.333,0.393,0.444,26.528,0.879,0.293,78.62
F. Magnanelli,cm,32,0.834,0.333,0.467,0.188,47.125,0.797,0.166,83.89
M. Perin,gk,37,0.828,0.667,0.000,0.027,19.216,0.892,0.172,79.84
A. Bertolacci,rcm,33,0.833,0.375,0.462,0.152,46.545,0.920,0.167,84.27
A. Consigli,gk,37,0.836,0.500,0.000,0.000,16.432,0.853,0.164,79.07
F. Acerbi,cb,38,0.861,0.143,0.429,0.053,39.842,0.913,0.139,83.55
P. Cannavaro,cb,16,0.831,0.429,0.000,0.000,31.875,0.909,0.169,80.78
A. Duncan,ram,26,0.741,0.452,0.342,0.385,27.769,0.894,0.259,79.91
F. Peluso,rb,31,0.739,0.222,0.444,0.161,29.065,0.800,0.261,77.98
D. Falcinelli,st,31,0.720,0.333,0.100,0.097,9.323,0.735,0.280,74.05
G. Pandev,st,31,0.748,0.474,0.167,0.323,18.419,0.812,0.252,78.11
A. Taarabt,ram,22,0.808,0.517,0.316,0.545,32.636,0.922,0.192,83.42
D. Laxalt,rcm,36,0.726,0.133,0.525,0.306,32.333,0.873,0.274,78.98
R. Palladino,rw,4,0.783,0.000,0.714,1.250,23.000,0.942,0.217,81.52
S. Missiroli,lcm,35,0.805,0.227,0.533,0.314,31.543,0.909,0.195,82.16
A. Ragusa,rw,28,0.747,0.000,0.417,0.214,7.893,0.578,0.253,74.68
S. Omeonga,lcm,19,0.848,0.000,0.500,0.105,17.000,0.638,0.152,79.06
A. Matri,st,23,0.790,0.333,0.333,0.130,8.087,0.594,0.210,76.53
E. Salcedo,rw,2,0.833,0.000,0.000,0.000,3.000,0.843,0.167,79.48
I. Radovanović,cdm,35,0.847,0.176,0.688,0.057,46.714,0.897,0.153,84.09
M. Gobbi,rb,24,0.768,0.278,0.400,0.417,43.042,0.912,0.232,82.48
R. Inglese,st,34,0.707,0.267,0.357,0.176,13.853,0.831,0.293,75.04
B. Nuytinck,cb,27,0.883,0.200,0.000,0.000,43.593,0.928,0.117,83.79
S. Scuffet,gk,6,0.835,0.000,0.000,0.000,17.167,0.849,0.165,79.38
L. Castro,lcm,25,0.771,0.206,0.318,0.240,39.920,0.903,0.229,81.12
G. Pezzella,rb,15,0.694,0.000,0.400,0.200,24.000,0.794,0.306,76.90
A. Gamberini,cb,23,0.912,0.000,0.000,0.000,27.522,0.930,0.088,82.37
F. Cacciatore,lb,33,0.776,0.292,0.333,0.515,49.182,0.898,0.224,84.37
D. Dainelli,cb,21,0.824,0.250,0.000,0.000,27.095,0.866,0.176,79.76
P. Hetemaj,rcm,32,0.821,0.417,0.380,0.250,35.094,0.863,0.179,82.66
J. Jankto,ram,36,0.746,0.486,0.347,0.472,29.417,0.884,0.254,80.85
C. Théréau,rw,22,0.840,0.273,0.182,0.136,23.318,0.890,0.160,80.77
M. Pucciarelli,st,22,0.777,0.000,0.375,0.136,16.727,0.752,0.223,77.38
V. Birsa,cam,35,0.792,0.200,0.352,0.371,36.629,0.875,0.208,82.29
S. Fofana,cm,27,0.850,0.286,0.571,0.111,33.037,0.901,0.150,82.56
R. de Paul,cam,37,0.754,0.356,0.323,0.405,25.892,0.863,0.246,79.90
K. Lasagna,rw,29,0.689,0.222,0.353,0.172,13.207,0.787,0.311,74.37
G. Angella,cb,12,0.872,0.000,0.500,0.000,39.000,0.859,0.128,81.75
S. Sorrentino,gk,38,0.851,0.000,0.000,0.000,16.105,0.862,0.149,78.78
Samir,rb,31,0.849,0.000,0.357,0.065,38.742,0.903,0.151,82.49
S. Perica,st,22,0.820,0.667,1.000,0.045,7.818,0.829,0.180,78.97
L. Garritano,ram,11,0.712,0.500,0.143,0.000,6.636,0.802,0.288,76.23
N. Rigoni,cm,14,0.852,0.333,0.667,0.000,28.500,0.876,0.148,81.10
S. Pellissier,st,18,0.769,0.000,0.000,0.000,5.056,0.622,0.231,74.93
F. Ceravolo,rw,1,0.900,0.000,0.000,0.000,10.000,1.000,0.100,80.04
F. Helander,rb,29,0.849,0.167,0.500,0.000,40.207,0.781,0.151,82.04
I. M'baye,lb,25,0.825,0.286,0.273,0.080,32.440,0.890,0.175,81.17
L. Crisetig,cm,8,0.885,0.500,0.000,0.000,42.375,0.913,0.115,82.04
Lucas Leiva,cm,36,0.885,0.444,0.636,0.194,55.861,0.930,0.115,88.14
B. Cesar,cb,10,0.842,0.000,0.000,0.000,23.400,0.807,0.158,79.55
M. Sampirisi,lb,30,0.787,0.444,0.515,0.133,28.967,0.721,0.213,79.51
B. Zuculini,cdm,16,0.856,0.000,0.000,0.000,38.062,0.925,0.144,81.49
O. Kragl,lcm,5,0.656,0.000,0.000,0.000,6.400,0.727,0.344,76.80
G. Crociata,ram,11,0.737,0.000,1.000,0.091,6.909,0.750,0.263,76.86
Simy,st,23,0.754,0.000,1.000,0.000,10.609,0.663,0.246,75.37
N. Murru,rb,20,0.796,0.333,0.317,0.150,33.400,0.747,0.204,80.20
C. Biraghi,rb,34,0.762,0.333,0.548,0.676,38.324,0.894,0.238,83.74
G. Pezzella,lb,34,0.870,0.364,0.250,0.029,52.824,0.913,0.130,85.49
F. Chiesa,cam,36,0.757,0.419,0.408,0.639,26.833,0.867,0.243,81.77
Bruno Gaspar,lb,15,0.842,0.250,0.360,0.333,30.000,0.861,0.158,82.05
G. Ferrari,rb,30,0.894,0.182,0.000,0.033,54.700,0.916,0.106,85.80
B. Bereszyński,lb,34,0.826,0.077,0.381,0.118,39.088,0.901,0.174,82.25
R. Álvarez,cam,11,0.796,0.000,0.200,0.091,14.273,0.920,0.204,78.67
R. Centurión,cam,3,0.600,0.000,0.000,0.000,6.667,0.857,0.400,77.64
G. Lapadula,st,27,0.696,0.167,0.000,0.074,7.556,0.666,0.304,72.62
R. Bentancur,cm,25,0.906,0.100,1.000,0.080,28.840,0.912,0.094,83.71
R. Montolivo,cm,18,0.856,0.231,0.556,0.111,37.444,0.899,0.144,82.61
L. Biglia,cm,29,0.920,0.167,0.750,0.069,55.103,0.949,0.080,87.61
A. Cossu,cam,10,0.683,0.000,0.500,0.000,10.100,0.763,0.317,75.76
C. Maggio,lb,12,0.864,0.000,0.400,0.000,28.083,0.679,0.136,80.15
Jorginho,cam,33,0.900,0.358,0.000,0.303,94.485,0.950,0.100,93.32
Albiol,lb,31,0.913,0.000,0.667,0.032,77.097,0.946,0.087,89.73
Dalbert,rb,13,0.841,0.000,0.357,0.154,22.692,0.930,0.159,80.55
C. Ünder,lw,26,0.723,0.231,0.424,0.269,15.577,0.559,0.277,75.55
João Cancelo,lb,27,0.806,0.419,0.341,0.481,51.444,0.862,0.194,85.15
Danilo,cb,32,0.849,0.200,0.333,0.000,41.094,0.906,0.151,82.76
B. Salamon,lb,22,0.846,0.286,0.364,0.091,38.591,0.863,0.154,82.39
A. Barák,lcm,34,0.830,0.321,0.444,0.176,32.706,0.932,0.170,82.54
E. Schiavon,lcm,12,0.735,0.000,0.250,0.000,9.417,0.621,0.265,75.71
L. Rizzo,ram,11,0.728,0.000,0.333,0.182,17.364,0.861,0.272,77.72
M. Antenucci,st,33,0.767,0.462,0.450,0.152,18.061,0.774,0.233,77.73
M. Gazzola,lb,9,0.751,0.000,0.560,0.111,38.333,0.866,0.249,79.64
L. De Silvestri,lb,35,0.759,0.200,0.438,0.171,38.114,0.901,0.241,80.29
A. Barreca,rb,9,0.836,0.000,0.500,0.111,21.667,0.938,0.164,80.24
C. Adjapong,cb,16,0.725,0.143,0.176,0.250,27.250,0.862,0.275,78.32
S. Edera,lw,13,0.765,1.000,0.000,0.077,7.846,0.762,0.235,77.69
T. Castagne,lb,20,0.820,0.200,0.571,0.450,40.900,0.876,0.180,83.58
M. Caldara,cb,24,0.870,0.000,0.000,0.000,39.417,0.931,0.130,82.45
T. Letschert,lb,7,0.866,0.000,0.000,0.000,25.571,0.928,0.134,80.37
L. Mazzitelli,lcm,20,0.736,0.167,0.200,0.000,20.450,0.664,0.264,75.81
L. Antei,lb,8,0.876,0.000,0.000,0.000,43.250,0.870,0.124,81.46
M. Niang,rw,29,0.749,0.158,0.333,0.103,17.586,0.823,0.251,76.57
P. Iemmello,st,16,0.785,0.250,1.000,0.062,12.188,0.739,0.215,77.90
D. Baselli,cm,32,0.836,0.233,0.467,0.250,39.531,0.905,0.164,83.73
A. Lazaar,rb,8,0.748,0.000,0.500,0.250,17.875,0.913,0.252,78.90
E. Krafth,lb,14,0.820,0.000,0.600,0.143,33.714,0.874,0.180,80.93
B. Petković,rw,25,0.733,0.250,0.200,0.120,12.720,0.784,0.267,75.65
