Player,PrimaryPosition,Games,LongPassAcc,LongthroughPassAcc,LongPassAssistsPerGame,FreeKickAcc,Consistency,TurnoverRate,Rating
E. Berggreen,st,14,0.526,0.500,0.000,0.700,0.085,0.474,62.430
M. Friedl,rb,9,0.721,0.462,0.333,0.571,0.827,0.279,75.041
O. Wriedt,rw,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
A. Isak,st,4,0.609,0.500,0.000,0.700,0.134,0.391,68.944
B. Risa,cb,2,0.607,0.500,0.000,0.700,0.614,0.393,71.026
T. Starke,gk,2,0.720,0.500,0.000,0.700,0.704,0.280,72.021
F. Kusič,rb,1,0.571,0.500,0.000,0.700,1.000,0.429,71.595
C. Führich,ram,2,0.692,0.500,0.000,0.700,1.000,0.308,72.338
N. Sarenren-Bazee,lam,5,0.542,0.500,0.000,0.667,0.000,0.458,66.815
O. Käuper,cm,1,0.645,0.455,0.000,0.700,1.000,0.355,71.785
J. Bruma,lb,11,0.868,0.417,0.000,0.727,0.908,0.132,76.730
M. Benger,lcm,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
R. Steffen,cm,15,0.619,0.417,0.000,0.389,0.515,0.381,66.007
M. Gulde,cb,17,0.829,0.462,0.059,0.533,0.897,0.171,77.553
Omar Mascarell,cm,9,0.766,0.417,0.111,0.571,0.849,0.234,73.972
L. Höler,lw,13,0.525,0.538,0.000,0.667,0.166,0.475,63.855
M. Dräger,lam,2,0.571,0.500,0.000,0.700,1.000,0.429,71.442
J. Pollersbeck,gk,10,0.812,0.417,0.000,0.700,0.881,0.188,74.840
N. de Jong,cdm,11,0.794,0.500,0.000,0.667,0.635,0.206,74.145
A. Ujah,st,9,0.543,0.455,0.111,0.667,0.000,0.457,64.604
T. Kraft,gk,3,0.727,0.500,0.000,0.700,0.728,0.273,72.264
R. Gikiewicz,gk,2,0.796,0.500,0.000,0.700,0.946,0.204,73.013
J. Elez,rb,10,0.756,0.462,0.000,0.615,0.798,0.244,73.384
E. Rexhbecaj,rcm,4,0.632,0.500,0.000,0.700,0.132,0.368,69.243
S. Jung,lb,2,0.533,0.545,0.000,0.636,0.293,0.467,70.061
M. Akanji,cb,15,0.864,0.389,0.000,0.538,0.893,0.136,76.434
R. Zulj,cam,5,0.686,0.500,0.000,0.636,0.717,0.314,71.735
M. Rashica,lw,9,0.629,0.455,0.222,0.609,0.422,0.371,69.740
M. Fabián,cam,8,0.753,0.500,0.250,0.750,0.689,0.247,74.997
M. Richter,lw,11,0.691,0.429,0.273,0.750,0.659,0.309,72.982
M. Reus,st,14,0.723,0.480,0.214,0.421,0.706,0.277,73.976
K. Jakob,cb,2,0.712,0.500,0.000,0.667,0.398,0.288,71.398
S. Parker,rw,2,0.619,0.500,0.000,0.700,1.000,0.381,71.795
F. Müller,gk,5,0.765,0.500,0.000,0.700,0.872,0.235,73.651
C. Janker,lb,4,0.519,0.500,0.000,0.700,0.000,0.481,67.325
M. Steinmann,cdm,8,0.815,0.417,0.125,0.700,0.858,0.185,75.250
Pablo Ínsua,lb,1,0.609,0.500,0.000,0.700,1.000,0.391,71.741
C. Teuchert,rw,4,0.571,0.500,0.000,0.700,1.000,0.429,71.185
F. Mayer,lb,1,0.636,0.500,0.000,0.700,1.000,0.364,71.850
S. Ambrosius,lb,1,0.647,0.417,0.000,0.700,1.000,0.353,71.710
M. Gouaida,rcm,1,0.630,0.500,0.000,0.636,1.000,0.370,71.804
Sergio Gómez,lam,2,0.636,0.545,0.000,0.700,1.000,0.364,72.110
P. Jaeckel,lb,3,0.750,0.500,0.667,0.692,0.830,0.250,74.973
T. Strobl,cm,4,0.674,0.385,0.000,0.700,0.128,0.326,68.941
J. Schieber,rw,2,0.619,0.500,0.000,0.700,1.000,0.381,71.795
T. Hübers,lb,5,0.688,0.455,0.000,0.700,0.760,0.312,71.617
R. Özcan,gk,1,0.636,0.500,0.000,0.700,1.000,0.364,71.850
L. Mai,lb,2,0.707,0.500,0.000,0.700,0.974,0.293,72.401
F. Evina,rw,2,0.560,0.500,0.500,0.692,0.000,0.440,70.764
N. Dorsch,cam,1,0.654,0.500,0.000,0.700,1.000,0.346,71.919
M. Shabani,lam,1,0.571,0.500,0.000,0.700,1.000,0.429,71.595
M. Ćavar,lcm,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
A. Luthe,gk,2,0.812,0.500,0.000,0.700,0.851,0.188,72.966
P. Dárdai,rw,2,0.619,0.500,0.000,0.700,1.000,0.381,71.795
R. Baku,rcm,3,0.689,0.455,0.000,0.667,0.804,0.311,71.757
S. Asta,lb,1,0.571,0.500,0.000,0.700,1.000,0.429,71.595
A. Nübel,gk,1,0.655,0.500,0.000,0.700,1.000,0.345,71.924
A. Baba,rb,1,0.600,0.500,0.000,0.700,1.000,0.400,71.707
L. Maina,lam,1,0.652,0.500,0.000,0.700,1.000,0.348,71.913
E. Džeko,st,36,0.753,0.364,0.083,0.529,0.656,0.247,71.470
A. Kolarov,rb,38,0.653,0.229,0.447,0.500,0.764,0.347,69.813
J. Palomino,cb,25,0.831,0.385,0.040,0.611,0.684,0.169,74.971
Juan Jesus,rb,22,0.816,0.250,0.091,0.625,0.841,0.184,73.519
D. Perotti,rw,25,0.667,0.421,0.320,0.468,0.751,0.333,73.000
R. Gosens,rb,21,0.652,0.421,0.238,0.455,0.701,0.348,70.947
A. Gómez,rw,33,0.689,0.463,0.515,0.429,0.797,0.311,78.149
R. Freuler,rcm,35,0.825,0.409,0.029,0.485,0.866,0.175,77.006
A. Masiello,cb,31,0.820,0.429,0.000,0.667,0.767,0.180,76.320
Rafael Tolói,lb,30,0.787,0.387,0.033,0.500,0.848,0.213,74.605
B. Cristante,lam,36,0.743,0.324,0.000,0.500,0.808,0.257,70.324
Alisson,gk,42,0.859,0.385,0.000,0.700,0.905,0.141,79.053
K. Manolas,lb,29,0.848,0.400,0.000,0.700,0.775,0.152,76.905
K. Strootman,ram,32,0.800,0.317,0.125,0.410,0.750,0.200,73.510
G. Defrel,lw,15,0.722,0.583,0.067,0.727,0.645,0.278,74.663
Bruno Peres,lb,18,0.732,0.400,0.333,0.526,0.772,0.268,75.168
H. Hateboer,lb,33,0.709,0.538,0.061,0.448,0.774,0.291,74.389
A. Petagna,lw,29,0.757,0.421,0.276,0.633,0.723,0.243,76.501
J. Kurtič,cam,30,0.728,0.375,0.067,0.375,0.737,0.272,70.761
A. Cornelius,lw,25,0.550,0.467,0.000,0.500,0.468,0.450,62.848
J. Iličić,lw,31,0.781,0.444,0.194,0.441,0.852,0.219,77.723
M. de Roon,lcm,34,0.838,0.471,0.059,0.647,0.855,0.162,79.927
F. Fazio,cb,35,0.822,0.250,0.057,0.643,0.869,0.178,73.984
F. Di Francesco,rw,24,0.595,0.400,0.208,0.432,0.518,0.405,66.128
D. Maietta,cb,7,0.778,0.500,0.000,0.636,0.899,0.222,74.438
S. De Maio,cb,25,0.804,0.250,0.000,0.688,0.862,0.196,72.405
A. Mirante,gk,33,0.836,0.500,0.000,0.700,0.876,0.164,80.055
N. N'Koulou,lb,37,0.868,0.294,0.000,0.700,0.905,0.132,76.950
E. Moretti,rb,22,0.821,0.312,0.000,0.700,0.829,0.179,74.051
A. Acquah,lcm,21,0.752,0.571,0.048,0.500,0.552,0.248,74.285
C. Molinaro,rb,20,0.696,0.389,0.150,0.516,0.841,0.304,72.278
S. Taïder,cm,9,0.800,0.462,0.222,0.692,0.542,0.200,74.703
A. Masina,rb,34,0.689,0.320,0.176,0.478,0.748,0.311,69.663
Iago Falqué,lw,37,0.712,0.528,0.270,0.525,0.697,0.288,76.789
J. Obi,rcm,22,0.705,0.429,0.045,0.684,0.662,0.295,71.110
E. Pulgar,cdm,32,0.822,0.421,0.125,0.667,0.848,0.178,78.775
A. Poli,lcm,32,0.861,0.522,0.156,0.529,0.829,0.139,82.640
A. Ljajić,rw,30,0.781,0.522,0.233,0.424,0.753,0.219,78.959
M. Destro,rw,26,0.587,0.412,0.000,0.700,0.310,0.413,62.129
Álex Berenguer,rw,22,0.639,0.529,0.136,0.524,0.495,0.361,69.862
S. Verdi,lw,33,0.662,0.250,0.242,0.390,0.797,0.338,67.937
V. Torosidis,lb,16,0.594,0.353,0.125,0.542,0.545,0.406,65.777
A. Belotti,rw,32,0.646,0.529,0.062,0.562,0.524,0.354,69.310
G. Donsah,rcm,28,0.667,0.500,0.036,0.533,0.669,0.333,70.559
T. Rincón,cm,36,0.780,0.360,0.056,0.542,0.857,0.220,74.322
R. Palacio,rw,28,0.642,0.476,0.250,0.480,0.523,0.358,70.205
P. Cutrone,st,28,0.562,0.500,0.000,0.412,0.302,0.438,61.847
M. Locatelli,cm,20,0.749,0.350,0.050,0.533,0.730,0.251,71.347
F. Kessié,lam,37,0.756,0.333,0.189,0.574,0.763,0.244,73.620
M. Musacchio,lb,15,0.861,0.375,0.067,0.667,0.886,0.139,77.033
Suso,lw,35,0.701,0.395,0.400,0.412,0.796,0.299,75.415
M. Trotta,lw,34,0.692,0.417,0.029,0.643,0.695,0.308,70.120
R. Mandragora,rcm,36,0.767,0.500,0.083,0.522,0.848,0.233,77.461
F. Ceccherini,cb,37,0.780,0.385,0.027,0.727,0.753,0.220,74.106
D. Faraoni,lb,28,0.613,0.387,0.036,0.400,0.585,0.387,64.537
A. Barberis,lcm,38,0.707,0.348,0.053,0.591,0.724,0.293,69.489
A. Conti,lb,2,0.683,0.500,0.000,0.727,0.843,0.317,72.007
L. Cabrera,rb,13,0.622,0.389,0.077,0.611,0.759,0.378,68.989
B. Martella,rb,30,0.608,0.444,0.233,0.457,0.764,0.392,70.114
A. Stoian,rw,32,0.619,0.333,0.125,0.390,0.688,0.381,65.403
A. Budimir,st,21,0.616,0.545,0.048,0.700,0.490,0.384,68.832
F. Borini,lw,29,0.655,0.308,0.138,0.462,0.539,0.345,65.444
A. Cordaz,gk,38,0.685,0.462,0.000,0.700,0.796,0.315,71.743
N. Dussenne,cb,1,0.536,0.500,0.000,0.700,1.000,0.464,71.454
G. Donnarumma,gk,38,0.858,0.545,0.000,0.700,0.859,0.142,82.343
M. Rohdén,cm,26,0.574,0.375,0.000,0.474,0.533,0.426,62.199
A. Nalini,rw,23,0.566,0.438,0.217,0.523,0.539,0.434,66.480
André Silva,st,26,0.548,0.462,0.000,0.571,0.232,0.452,60.523
I. Abate,lb,17,0.745,0.571,0.235,0.529,0.667,0.255,76.813
M. Izco,lcm,5,0.688,0.500,0.000,0.700,0.856,0.312,72.363
K. Koulibaly,rb,38,0.881,0.381,0.000,0.583,0.909,0.119,79.359
T. Heurtaux,cb,17,0.781,0.353,0.000,0.700,0.806,0.219,73.035
A. Diawara,cm,18,0.856,0.500,0.056,0.700,0.830,0.144,79.265
F. Ghoulam,rb,11,0.692,0.364,0.273,0.500,0.849,0.308,72.723
M. Cáceres,cb,25,0.716,0.217,0.120,0.600,0.730,0.284,68.186
Daniel Bessa,cam,28,0.762,0.278,0.071,0.471,0.774,0.238,70.701
Pepe Reina,gk,37,0.841,0.417,0.000,0.700,0.861,0.159,78.336
Nicolas,gk,36,0.726,0.385,0.000,0.700,0.827,0.274,72.016
A. Ferrari,lb,25,0.716,0.471,0.000,0.455,0.699,0.284,71.492
Rômulo,lcm,37,0.657,0.450,0.243,0.423,0.719,0.343,71.847
A. Cerci,lw,24,0.649,0.421,0.083,0.514,0.536,0.351,67.549
M. Zaccagni,cm,6,0.576,0.500,0.000,0.700,0.000,0.424,66.769
S. Souprayen,rb,22,0.703,0.429,0.045,0.529,0.732,0.297,71.201
M. Büchel,rcm,23,0.714,0.333,0.000,0.444,0.786,0.286,69.291
D. Verde,rw,30,0.572,0.400,0.167,0.467,0.600,0.428,65.057
José Callejón,lw,38,0.714,0.429,0.263,0.391,0.727,0.286,74.160
Allan,lam,38,0.783,0.387,0.079,0.267,0.816,0.217,74.086
M. Fares,rw,30,0.545,0.286,0.033,0.320,0.691,0.455,59.912
G. Pazzini,rw,28,0.552,0.467,0.036,0.538,0.369,0.448,62.198
M. Valoti,rcm,26,0.703,0.304,0.077,0.500,0.620,0.297,67.666
G. Simeone,st,38,0.575,0.438,0.053,0.444,0.354,0.425,61.269
C. Sánchez,cdm,25,0.843,0.357,0.000,0.700,0.832,0.157,76.013
D. Astori,rb,25,0.827,0.300,0.080,0.519,0.873,0.173,74.972
Y. Nagatomo,rb,15,0.698,0.421,0.267,0.667,0.721,0.302,73.483
J. Veretout,rcm,36,0.799,0.333,0.167,0.409,0.882,0.201,75.905
M. Vecino,lcm,34,0.798,0.233,0.029,0.429,0.860,0.202,71.306
D. D'Ambrosio,cb,34,0.682,0.233,0.059,0.444,0.826,0.318,66.305
M. Benassi,lam,35,0.691,0.423,0.114,0.692,0.752,0.309,72.170
Borja Valero,cm,35,0.874,0.424,0.029,0.500,0.889,0.126,79.836
João Miranda,cb,36,0.849,0.375,0.000,0.700,0.881,0.151,77.787
Vitor Hugo,cb,19,0.826,0.385,0.000,0.700,0.878,0.174,75.923
M. Olivera,rb,7,0.727,0.417,0.143,0.619,0.851,0.273,73.154
S. Handanovič,gk,38,0.860,0.500,0.000,0.700,0.832,0.140,80.999
N. Tomović,cb,29,0.763,0.300,0.034,0.519,0.801,0.237,71.177
M. Sportiello,gk,37,0.816,0.545,0.000,0.700,0.863,0.184,80.425
M. Icardi,st,34,0.600,0.417,0.029,0.471,0.433,0.400,62.782
S. Cristóforo,cm,7,0.778,0.538,0.143,0.667,0.863,0.222,75.654
K. Babacar,st,29,0.714,0.455,0.034,0.636,0.485,0.286,69.982
R. Gagliardini,cm,30,0.781,0.424,0.100,0.571,0.838,0.219,76.235
R. Zekhnini,rw,1,0.571,0.500,0.000,0.700,1.000,0.429,71.595
P. Dybala,lw,34,0.814,0.389,0.088,0.464,0.822,0.186,76.304
D. Rugani,cb,22,0.881,0.429,0.000,0.636,0.920,0.119,79.320
P. Faragò,lcm,34,0.535,0.359,0.412,0.443,0.602,0.465,65.520
D. Čop,rw,2,0.600,0.455,0.000,0.700,1.000,0.400,71.467
S. Padoin,rcm,37,0.645,0.333,0.459,0.524,0.722,0.355,71.917
M. Pjanić,cm,31,0.876,0.417,0.161,0.615,0.913,0.124,81.866
G. Higuaín,st,38,0.765,0.417,0.079,0.474,0.714,0.235,73.693
A. Ioniţă,cam,36,0.675,0.500,0.083,0.548,0.664,0.325,71.494
M. Capuano,rb,25,0.732,0.312,0.000,0.550,0.766,0.268,69.605
N. Barella,cm,34,0.688,0.300,0.118,0.436,0.773,0.312,68.422
Alex Sandro,rb,26,0.795,0.409,0.154,0.485,0.858,0.205,76.828
F. Pisacane,cb,24,0.766,0.353,0.042,0.667,0.794,0.234,72.935
A. Cragno,gk,29,0.753,0.500,0.000,0.700,0.787,0.247,75.386
L. Cigarini,cm,26,0.743,0.340,0.154,0.552,0.794,0.257,72.832
Diego Farias,rw,28,0.686,0.467,0.036,0.500,0.588,0.314,69.710
C. Marchisio,cm,15,0.837,0.409,0.133,0.615,0.641,0.163,75.570
J. Cuadrado,lam,25,0.785,0.429,0.320,0.618,0.757,0.215,78.330
M. Andreolli,cb,23,0.762,0.389,0.000,0.538,0.713,0.238,71.910
João Pedro,ram,22,0.693,0.324,0.136,0.579,0.657,0.307,69.213
Douglas Costa,cam,33,0.705,0.412,0.242,0.425,0.790,0.295,73.729
M. Sau,st,29,0.674,0.500,0.000,0.688,0.467,0.326,68.903
D. Dessena,lcm,17,0.630,0.333,0.059,0.714,0.258,0.370,63.924
S. de Vrij,cb,36,0.887,0.529,0.028,0.700,0.927,0.113,84.206
S. Milinković-Savić,ram,38,0.765,0.375,0.211,0.459,0.821,0.235,75.635
S. Palombi,lw,1,0.667,0.500,0.000,0.727,1.000,0.333,71.978
A. Gomis,gk,26,0.738,0.500,0.000,0.700,0.831,0.262,75.042
S. Väisänen,cb,7,0.782,0.500,0.143,0.700,0.813,0.218,75.121
F. Viviani,cm,29,0.814,0.340,0.103,0.433,0.816,0.186,74.983
F. Vicari,cb,34,0.786,0.346,0.000,0.636,0.779,0.214,72.966
F. Costa,rb,23,0.587,0.571,0.087,0.339,0.676,0.413,69.224
D. Basta,lb,11,0.679,0.444,0.273,0.583,0.762,0.321,73.197
P. Schiattarella,lcm,31,0.747,0.270,0.129,0.652,0.800,0.253,71.509
M. Oikonomou,lb,4,0.634,0.500,0.000,0.700,0.491,0.366,70.411
M. Lazzari,lam,36,0.617,0.400,0.278,0.388,0.712,0.383,69.157
Ş. Radu,rb,31,0.816,0.409,0.065,0.750,0.841,0.184,77.561
Wallace,cb,13,0.784,0.333,0.077,0.727,0.856,0.216,73.758
Luis Alberto,ram,34,0.717,0.420,0.353,0.372,0.795,0.283,75.892
S. Lulić,rcm,35,0.719,0.407,0.257,0.500,0.818,0.281,75.059
L. Mora,rcm,17,0.616,0.286,0.059,0.571,0.480,0.384,63.955
A. Paloschi,lw,34,0.678,0.385,0.029,0.562,0.583,0.322,67.282
S. Floccari,rw,17,0.677,0.500,0.059,0.667,0.524,0.323,70.568
T. Strakosha,gk,38,0.776,0.385,0.000,0.700,0.829,0.224,74.304
M. Cremonesi,rb,5,0.701,0.417,0.000,0.700,0.271,0.299,69.661
M. Borriello,rw,15,0.683,0.500,0.000,0.583,0.668,0.317,71.117
A. Marušić,lam,32,0.674,0.455,0.219,0.506,0.724,0.326,72.700
F. Caicedo,st,20,0.652,0.500,0.000,0.700,0.669,0.348,70.253
F. Mattiello,rb,29,0.600,0.429,0.034,0.378,0.664,0.400,65.551
F. Quagliarella,st,35,0.547,0.303,0.057,0.489,0.465,0.453,58.354
M. Silvestre,lb,34,0.861,0.316,0.000,0.571,0.898,0.139,76.530
V. Regini,rb,14,0.764,0.467,0.071,0.550,0.745,0.236,74.210
J. Sala,lb,13,0.770,0.312,0.154,0.526,0.848,0.230,73.217
L. Venuti,cb,31,0.698,0.400,0.194,0.571,0.615,0.302,71.200
F. Lucioni,cb,8,0.686,0.357,0.000,0.700,0.689,0.314,69.961
A. Costa,rb,16,0.729,0.333,0.125,0.667,0.807,0.271,72.175
D. Pavlovic,rb,11,0.500,0.263,0.091,0.481,0.505,0.500,62.353
L. Del Pinto,cm,15,0.764,0.333,0.000,0.700,0.586,0.236,70.424
D. Cataldi,cm,29,0.758,0.257,0.069,0.500,0.789,0.242,70.251
G. Letizia,cb,29,0.684,0.391,0.276,0.346,0.809,0.316,72.701
C. Puggioni,gk,22,0.777,0.455,0.000,0.700,0.862,0.223,75.638
M. D'Alessandro,rw,16,0.653,0.462,0.312,0.593,0.414,0.347,70.695
L. Torreira,cm,41,0.815,0.304,0.073,0.667,0.879,0.185,75.592
É. Barreto,lam,28,0.657,0.412,0.071,0.472,0.617,0.343,67.911
G. Caprari,rw,34,0.699,0.462,0.118,0.486,0.570,0.301,70.890
M. Coda,st,24,0.644,0.312,0.042,0.533,0.685,0.356,65.915
A. Ciciretti,lw,12,0.606,0.429,0.167,0.400,0.743,0.394,69.482
D. Praet,cam,32,0.732,0.355,0.094,0.455,0.779,0.268,71.509
G. Ramírez,cam,37,0.660,0.409,0.162,0.316,0.585,0.340,68.013
G. Puşcaş,rw,11,0.727,0.500,0.000,0.667,0.819,0.273,73.529
V. Belec,gk,15,0.745,0.455,0.000,0.700,0.816,0.255,73.684
F. Bonazzoli,lw,12,0.718,0.500,0.000,0.636,0.793,0.282,73.121
K. Linetty,ram,29,0.733,0.423,0.069,0.444,0.743,0.267,72.398
G. Di Chiara,rb,13,0.681,0.471,0.231,0.500,0.465,0.319,71.176
N. Viola,cm,24,0.703,0.245,0.125,0.500,0.783,0.297,68.575
K. Cissé,rw,2,0.619,0.500,0.000,0.700,1.000,0.381,71.795
F. Đuričić,ram,16,0.838,0.429,0.000,0.692,0.835,0.162,76.416
A. Galabinov,st,20,0.605,0.429,0.000,0.571,0.488,0.395,65.195
Miguel Veloso,cm,22,0.762,0.450,0.045,0.346,0.758,0.238,73.537
S. Gentiletti,rb,4,0.806,0.500,0.000,0.538,0.949,0.194,73.961
L. Rossettini,cb,23,0.785,0.381,0.043,0.583,0.815,0.215,74.191
D. Biraschi,lb,23,0.701,0.312,0.130,0.577,0.794,0.299,70.401
D. Lazović,lam,20,0.585,0.400,0.400,0.424,0.751,0.415,70.309
Pol Lirola,lb,24,0.565,0.286,0.125,0.400,0.712,0.435,63.158
D. Berardi,lw,31,0.579,0.312,0.226,0.500,0.609,0.421,64.215
S. Sensi,cm,17,0.791,0.400,0.235,0.611,0.853,0.209,76.880
M. Politano,st,36,0.565,0.423,0.278,0.426,0.641,0.435,66.802
F. Magnanelli,cm,32,0.781,0.354,0.125,0.560,0.777,0.219,74.339
M. Perin,gk,37,0.783,0.538,0.027,0.700,0.877,0.217,79.328
A. Bertolacci,rcm,33,0.767,0.462,0.091,0.565,0.846,0.233,76.614
A. Consigli,gk,37,0.789,0.500,0.000,0.700,0.827,0.211,77.699
F. Acerbi,cb,38,0.840,0.353,0.026,0.588,0.877,0.160,76.870
P. Cannavaro,cb,16,0.738,0.500,0.000,0.583,0.846,0.262,74.263
A. Duncan,ram,26,0.612,0.455,0.192,0.417,0.753,0.388,69.831
F. Peluso,rb,31,0.637,0.368,0.161,0.491,0.665,0.363,67.686
D. Falcinelli,st,31,0.457,0.455,0.000,0.400,0.000,0.543,52.859
G. Pandev,st,31,0.751,0.519,0.065,0.409,0.567,0.249,73.486
A. Taarabt,ram,22,0.786,0.542,0.227,0.448,0.763,0.214,78.860
D. Laxalt,rcm,36,0.540,0.304,0.250,0.544,0.677,0.460,63.159
R. Palladino,rw,4,0.587,0.455,0.500,0.706,0.876,0.413,72.775
S. Missiroli,lcm,35,0.747,0.417,0.200,0.600,0.767,0.253,75.540
A. Ragusa,rw,28,0.604,0.417,0.143,0.545,0.338,0.396,64.314
S. Omeonga,lcm,19,0.798,0.455,0.053,0.600,0.542,0.202,73.778
A. Matri,st,23,0.685,0.455,0.087,0.615,0.473,0.315,69.479
E. Salcedo,rw,2,0.636,0.500,0.000,0.700,1.000,0.364,71.923
I. Radovanović,cdm,35,0.775,0.308,0.057,0.692,0.822,0.225,73.012
M. Gobbi,rb,24,0.608,0.385,0.375,0.443,0.824,0.392,71.215
R. Inglese,st,34,0.531,0.400,0.088,0.500,0.429,0.469,60.239
B. Nuytinck,cb,27,0.827,0.400,0.000,0.538,0.735,0.173,75.018
S. Scuffet,gk,6,0.760,0.500,0.000,0.700,0.813,0.240,73.563
L. Castro,lcm,25,0.630,0.300,0.120,0.389,0.817,0.370,66.786
G. Pezzella,rb,15,0.560,0.357,0.133,0.467,0.554,0.440,64.916
A. Gamberini,cb,23,0.835,0.500,0.000,0.700,0.833,0.165,78.614
F. Cacciatore,lb,33,0.659,0.357,0.333,0.368,0.826,0.341,71.876
D. Dainelli,cb,21,0.742,0.389,0.000,0.636,0.779,0.258,72.043
P. Hetemaj,rcm,32,0.669,0.529,0.156,0.420,0.674,0.331,72.600
J. Jankto,ram,36,0.609,0.517,0.250,0.407,0.691,0.391,71.140
C. Théréau,rw,22,0.681,0.400,0.091,0.429,0.588,0.319,68.733
M. Pucciarelli,st,22,0.654,0.500,0.045,0.556,0.512,0.346,68.983
V. Birsa,cam,35,0.683,0.333,0.171,0.395,0.713,0.317,68.979
S. Fofana,cm,27,0.816,0.476,0.037,0.647,0.810,0.184,77.824
R. de Paul,cam,37,0.694,0.457,0.324,0.375,0.754,0.306,75.056
K. Lasagna,rw,29,0.529,0.500,0.138,0.481,0.308,0.471,62.431
G. Angella,cb,12,0.845,0.417,0.000,0.667,0.889,0.155,76.076
S. Sorrentino,gk,38,0.799,0.500,0.000,0.700,0.842,0.201,78.373
Samir,rb,31,0.764,0.250,0.065,0.500,0.845,0.236,70.790
S. Perica,st,22,0.712,0.571,0.000,0.750,0.501,0.288,72.566
L. Garritano,ram,11,0.615,0.545,0.000,0.471,0.687,0.385,69.969
N. Rigoni,cm,14,0.741,0.412,0.000,0.692,0.622,0.259,71.338
S. Pellissier,st,18,0.703,0.500,0.000,0.636,0.750,0.297,72.550
F. Ceravolo,rw,1,0.652,0.500,0.000,0.700,1.000,0.348,71.913
F. Helander,rb,29,0.797,0.300,0.000,0.667,0.750,0.203,72.130
I. M'baye,lb,25,0.667,0.412,0.000,0.476,0.655,0.333,67.922
L. Crisetig,cm,8,0.787,0.538,0.000,0.636,0.871,0.213,75.211
Lucas Leiva,cm,36,0.856,0.500,0.111,0.667,0.912,0.144,82.995
B. Cesar,cb,10,0.738,0.500,0.000,0.700,0.726,0.262,73.205
M. Sampirisi,lb,30,0.680,0.500,0.133,0.558,0.589,0.320,71.663
B. Zuculini,cdm,16,0.809,0.455,0.000,0.636,0.843,0.191,75.857
O. Kragl,lcm,5,0.600,0.455,0.000,0.700,0.479,0.400,69.175
G. Crociata,ram,11,0.559,0.385,0.000,0.727,0.366,0.441,64.586
Simy,st,23,0.655,0.455,0.000,0.750,0.384,0.345,66.857
N. Murru,rb,20,0.663,0.421,0.100,0.392,0.765,0.337,70.161
C. Biraghi,rb,34,0.617,0.394,0.647,0.561,0.786,0.383,75.545
G. Pezzella,lb,34,0.817,0.421,0.000,0.571,0.850,0.183,76.657
F. Chiesa,cam,36,0.619,0.481,0.278,0.444,0.689,0.381,71.203
Bruno Gaspar,lb,15,0.757,0.429,0.267,0.457,0.832,0.243,75.794
G. Ferrari,rb,30,0.830,0.267,0.033,0.700,0.832,0.170,74.085
B. Bereszyński,lb,34,0.717,0.286,0.118,0.442,0.813,0.283,69.792
R. Álvarez,cam,11,0.548,0.333,0.091,0.533,0.444,0.452,64.403
R. Centurión,cam,3,0.625,0.500,0.000,0.636,1.000,0.375,71.816
G. Lapadula,st,27,0.564,0.500,0.000,0.500,0.258,0.436,61.878
R. Bentancur,cm,25,0.859,0.353,0.040,0.750,0.887,0.141,77.750
R. Montolivo,cm,18,0.773,0.368,0.056,0.632,0.853,0.227,73.882
L. Biglia,cm,29,0.892,0.333,0.069,0.714,0.899,0.108,79.377
A. Cossu,cam,10,0.544,0.357,0.000,0.611,0.338,0.456,63.813
C. Maggio,lb,12,0.760,0.500,0.000,0.550,0.798,0.240,74.134
Jorginho,cam,33,0.790,0.439,0.152,0.583,0.846,0.210,77.946
Albiol,lb,31,0.884,0.250,0.000,0.692,0.927,0.116,76.494
Dalbert,rb,13,0.689,0.455,0.000,0.500,0.754,0.311,70.998
C. Ünder,lw,26,0.616,0.438,0.192,0.488,0.433,0.384,66.780
João Cancelo,lb,27,0.677,0.419,0.444,0.376,0.816,0.323,75.361
Danilo,cb,32,0.806,0.320,0.000,0.562,0.850,0.194,73.660
B. Salamon,lb,22,0.757,0.409,0.091,0.524,0.708,0.243,73.132
A. Barák,lcm,34,0.731,0.333,0.029,0.536,0.759,0.269,70.107
E. Schiavon,lcm,12,0.560,0.417,0.000,0.571,0.238,0.440,63.553
L. Rizzo,ram,11,0.578,0.500,0.000,0.500,0.625,0.422,67.971
M. Antenucci,st,33,0.706,0.615,0.061,0.533,0.636,0.294,74.987
M. Gazzola,lb,9,0.629,0.500,0.111,0.600,0.720,0.371,71.157
L. De Silvestri,lb,35,0.614,0.389,0.086,0.483,0.729,0.386,66.565
A. Barreca,rb,9,0.726,0.455,0.111,0.625,0.553,0.274,71.966
C. Adjapong,cb,16,0.503,0.357,0.062,0.370,0.416,0.497,60.824
S. Edera,lw,13,0.700,0.545,0.000,0.700,0.459,0.300,71.213
T. Castagne,lb,20,0.726,0.429,0.250,0.613,0.790,0.274,75.146
M. Caldara,cb,24,0.875,0.455,0.000,0.700,0.922,0.125,80.123
T. Letschert,lb,7,0.718,0.500,0.000,0.700,0.856,0.282,73.132
L. Mazzitelli,lcm,20,0.629,0.333,0.000,0.450,0.487,0.371,63.798
L. Antei,lb,8,0.814,0.385,0.000,0.636,0.810,0.186,73.612
